occ_code	sic	tot_emp	h_mean	occ_title	year
81000	238	1140	13.99	First Line Supervisors-Product/Construct/Maintenance/Related	1998
81002	238	40	16.89	First Line Supervisors, Mechanics/Installers/Repairers	1998
81008	238	920	13.64	First Line Supervisors, Production & Operating	1998
81011	238	40	15.32	First Line Supervisors, Transport/Moving Machines	1998
81017	238	60	15.14	First Line Supervisors, Helpers/Laborers/Movers-Hand	1998
81099	238	80	14.9	Other First Line Supervisors, Product/Construct/Maintain	1998
83000	238	780	8.09	Inspectors & Related	1998
83002	238	60	8.01	Precision Inspectors, Testers & Graders	1998
83005	238	720	8.1	Production Inspectors, Test/Grade/Sort/Sample/Weigh	1998
85000	238	530	11.13	Mechanics, Installers & Repairers	1998
85112	238	70	11.02	Machinery Maintenance Mechanics, Textile Machines	1998
85113	238	240	10.54	Machinery Maintenance Mechanics, Sewing Machines	1998
85132	238	140	13.32	Maintenance Repairers, General Utility	1998
85956	238	40	8.1	Menders, Garments, Linens & Related	1998
85999	238	40	10.25	Other Mechanics, Installers & Repairers	1998
89500	238	840	10.4	Precision Textile, Apparel & Furnishings Workers	1998
89502	238	430	11.13	Fabric/Apparel Patternmakers & Layout Workers	1998
89505	238	130	11.56	Custom Tailors & Sewers	1998
89511	238	140	7.26	Shoe & Leather Workers & Repairers, Precision	1998
89599	238	140	10.1	Other Precision Textile, Apparel & Furnishings Workers	1998
89900	238	30	10.62	Precision Workers, NEC	1998
92500	238	510	7.93	Printing, Binding & Related	1998
92522	238	60	9.78	Specialty Printing Machine Setters	1998
92524	238	400	7.62	Screen Printing Machine Setters	1998
92549	238	50	8.1	Other Printing & Binding Machine Operators	1998
92700	238	13250	7.58	Textile & Related Setters & Operators	1998
92702	238	250	9.99	Textile Machine Setters	1998
92705	238	1050	8.61	Textile Machine Operators, Wind/Twist/Knit/Weave/Cut	1998
92717	238	10420	7.43	Sewing Machine Operators, Garment	1998
92721	238	1140	7.27	Sewing Machine Operators, Non-Garment	1998
92728	238	390	7.87	Pressing Machine Operators, Textile & Garment	1998
92799	238	220	7.47	Other Textile & Related Setters & Operators	1998
92900	238	1070	8.61	Other Machine Setters, Operators & Tenders	1998
92941	238	150	8.66	Cutting & Slicing Machine Setters	1998
92944	238	300	9.52	Cutting & Slicing Machine Operators	1998
92953	238	110	8.4	Coating, Painting & Spraying Machine Operators	1998
92956	238	50	7.4	Cementing & Gluing Machine Operators	1998
92974	238	60	8.5	Packaging & Filling Machine Operators	1998
92997	238	40	8.29	Other Machine Setters & Set-Up Operators	1998
92998	238	360	8.11	Other Machine Operators & Tenders	1998
93900	238	3160	7.94	Other Hand Workers, NEC	1998
93921	238	110	6.79	Pressers, Hand	1998
93923	238	130	8.0	Sewers, Hand	1998
93926	238	570	8.25	Cutters & Trimmers, Hand	1998
93928	238	290	9.53	Portable Machine Cutters	1998
93956	238	1220	7.78	Assemblers/Fabricators Except Machine/Electronic/Precision	1998
93999	238	840	7.56	Other Hand Workers, NEC	1998
95000	238	100	6.88	Plant & System Workers	1998
97100	238	60	10.18	Motor Vehicle Operators	1998
97105	238	40	9.43	Truck Drivers-Light, Include Delivery/Route Workers	1998
97900	238	170	9.88	Material Moving Equipment Operators	1998
97989	238	170	9.88	Other Material Moving Equipment Operators	1998
98000	238	1860	7.53	Helpers, Laborers & Material Movers, Hand	1998
98502	238	140	7.64	Machine Feeders & Offbearers	1998
98799	238	350	7.83	Other Freight, Stock & Material Movers, Hand	1998
98902	238	1050	7.28	Hand Packers & Packagers	1998
98999	238	320	7.95	Other Helpers, Laborers & Material Movers, Hand	1998
99999	238	40	9.7	Other Product/Construct/Maintenance/Material Handling	1998
00000	239	215230	10.65	Industry Total	1998
10000	239	11050	26.26	Managerial & Administrative	1998
13002	239	590	29.53	Financial Managers	1998
13005	239	370	23.52	Personnel, Training & Labor Relations Managers	1998
13008	239	370	24.4	Purchasing Managers	1998
13011	239	470	29.13	Marketing/Advertising/Public Relations Managers	1998
13014	239	250	22.5	Administrative Managers	1998
13017	239	260	29.4	Engineering, Mathematical & Natural Sciences Managers	1998
15014	239	2190	21.55	Industrial Production Managers	1998
19005	239	6050	27.9	General Managers & Top Executives	1998
19999	239	500	23.98	All Other Managers & Administrators	1998
20000	239	6530	17.11	Professional/Paraprofessional & Technical Occupations	1998
21100	239	510	18.51	Accountants, Auditors & Other Financial Specialists	1998
21114	239	390	19.31	Accountants & Auditors	1998
21199	239	120	15.79	Other Financial Specialists	1998
21308	239	330	16.73	Purchasing Agents	1998
21511	239	240	17.81	Personnel, Training & Labor Relations Specialists	1998
21902	239	200	18.58	Cost Estimators	1998
21999	239	320	16.33	All Other Management Support	1998
22100	239	1050	23.64	Engineers	1998
22128	239	430	23.12	Industrial Engineers, Except Safety	1998
22135	239	240	23.31	Mechanical Engineers	1998
22199	239	380	24.44	All Other Engineers	1998
22500	239	500	17.29	Engineering & Related Technicians & Technologists	1998
22508	239	170	16.79	Industrial Technicians & Technologists	1998
22511	239	90	17.65	Mechanical Technicians & Technologists	1998
22599	239	240	17.51	Other Engineering & Related Technicians & Technologists	1998
25100	239	520	19.59	Computer Scientists & Related	1998
25102	239	100	24.33	Systems Analysts	1998
25103	239	60	20.64	Data Base Administrators	1998
25104	239	200	16.26	Computer Support Specialists	1998
25105	239	110	21.88	Computer Programmers	1998
25199	239	50	16.52	Other Computer Scientists & Related	1998
31314	239	40	11.64	Instructors, Vocational	1998
32000	239	40	18.37	Health Practitioners, Technicians & Technologists	1998
32999	239	40	18.37	Other Health Professionals, Paraprofessionals/Technicians	1998
34035	239	270	11.38	Artists & Related Workers	1998
34038	239	1920	13.48	Designers, Except Interior	1998
39999	239	570	16.68	Other Professional, Paraprofessional/Technicians	1998
40000	239	6350	16.27	Sales & Related Occupations	1998
41002	239	640	23.68	First Line Supervisors, Sales & Related	1998
43000	239	60	11.39	Sales Workers, Services	1998
49002	239	40	28.0	Sales Engineers	1998
49005	239	500	20.0	Salespersons, Scientific Products & Services	1998
49008	239	2460	19.01	Salespersons, Except Scientific & Retail	1998
49011	239	2130	10.73	Salespersons, Retail	1998
49999	239	520	12.97	All Other Sales & Related	1998
50000	239	21320	10.6	Clerical & Administrative Support	1998
51002	239	880	15.37	First Line Supervisors, Clerical & Administrative	1998
53123	239	460	10.9	Adjustment Clerks	1998
55108	239	1660	10.58	Secretaries, Except Legal & Medical	1998
55305	239	540	8.97	Receptionists & Information Clerks	1998
55307	239	60	10.42	Typists, Including Word Processing	1998
55314	239	180	11.09	Personnel Clerks, Except Payroll & Timekeeping	1998
55321	239	90	8.19	File Clerks	1998
55323	239	1290	10.15	Order Clerks, Materials, Merchandise & Service	1998
55326	239	100	10.51	Procurement Clerks	1998
55338	239	2600	11.62	Bookkeeping, Accounting & Auditing Clerks	1998
55341	239	560	10.61	Payroll & Timekeeping Clerks	1998
55344	239	520	11.17	Billing, Cost & Rate Clerks	1998
55347	239	2720	9.41	General Office Clerks	1998
56000	239	530	10.67	Office Machine Operators, Data Processors	1998
56002	239	80	11.01	Operators, Billing/Posting/Calculating Machines	1998
56011	239	140	12.76	Computer Operators, Except Peripheral Equipment	1998
56017	239	310	9.62	Data Entry Keyers, Except Composing	1998
57102	239	100	9.56	Switchboard Operators	1998
58000	239	8450	10.15	Material Recording/Scheduling/Dispatching/Distributing	1998
58008	239	1380	13.52	Production, Planning & Expediting Clerks	1998
58017	239	400	14.0	Weighers, Measurers, Checkers & Samplers, Recordkeeping	1998
58021	239	240	7.44	Marking Clerks	1998
58023	239	1400	9.04	Stock Clerks, Stockroom, Warehouse or Storage Yard	1998
58028	239	4370	9.05	Traffic, Shipping, & Receiving Clerks	1998
58099	239	660	11.41	Other Material Recording, Scheduling & Distributing	1998
59999	239	580	13.03	All Other Clerical & Administrative Support	1998
60000	239	1650	8.91	Service Occupations	1998
61099	239	100	11.75	Other Service Supervisors	1998
63047	239	70	8.53	Guards & Watch Guards	1998
67005	239	1190	8.57	Janitors & Cleaners	1998
67099	239	200	9.26	Other Cleaning & Building Service Workers	1998
69999	239	90	9.93	All Other Service Workers	1998
70000	239	40	8.74	Agricultural, Forestry, Fishing & Related	1998
79999	239	40	8.74	All Other Agricultural, Forestry & Fishing Workers	1998
80000	239	168290	9.19	Product/Construct/Operate Maintenance/Material Handling	1998
81000	239	8520	15.1	First Line Supervisors-Product/Construct/Maintenance/Related	1998
81002	239	450	18.6	First Line Supervisors, Mechanics/Installers/Repairers	1998
81008	239	6910	14.8	First Line Supervisors, Production & Operating	1998
81011	239	230	16.22	First Line Supervisors, Transport/Moving Machines	1998
81017	239	440	12.45	First Line Supervisors, Helpers/Laborers/Movers-Hand	1998
