occ_code	sic	tot_emp	h_mean	occ_title	year
11-9011	072	1040	22.63	Farm, Ranch, and Other Agricultural Managers	1999
13-0000	072	350	20.89	Business and Financial Operations Occupations	1999
13-2011	072	230	21.85	Accountants and Auditors	1999
15-0000	072	180	23.56	Computer and Mathematical Occupations	1999
15-1061	072	140	23.32	Database Administrators	1999
17-0000	072	270	13.46	Architecture and Engineering Occupations	1999
17-2021	072	60	27.38	Agricultural Engineers	1999
19-0000	072	950	19.24	Life, Physical, and Social Science Occupations	1999
19-4011	072	350	13.37	Agricultural and Food Science Technicians	1999
33-0000	072	110	7.52	Protective Service Occupations	1999
33-9032	072	110	7.4	Security Guards	1999
37-0000	072	2620	9.22	Building and Grounds Cleaning and Maintenance Occupations	1999
37-2011	072	530	7.25	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	1999
37-3012	072	1250	8.98	Pesticide Handlers, Sprayers, and Applicators, Vegetation	1999
37-3013	072	70	9.55	Tree Trimmers and Pruners	1999
41-0000	072	1910	17.14	Sales and Related Occupations	1999
41-2031	072	100	7.26	Retail Salespersons	1999
41-4012	072	1420	18.74	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	1999
43-0000	072	8480	10.51	Office and Administrative Support Occupations	1999
43-1011	072	750	14.94	First-Line Supervisors/Managers of Office and Administrative Support Workers	1999
43-2011	072	40	9.5	Switchboard Operators, Including Answering Service	1999
43-3031	072	1620	11.0	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3051	072	400	10.93	Payroll and Timekeeping Clerks	1999
43-4051	072	60	18.5	Customer Service Representatives	1999
43-4071	072	90	7.86	File Clerks	1999
43-4151	072	170	12.12	Order Clerks	1999
43-4161	072	40	10.67	Human Resources Assistants, Except Payroll and Timekeeping	1999
43-4171	072	400	8.18	Receptionists and Information Clerks	1999
43-5071	072	1010	8.86	Shipping, Receiving, and Traffic Clerks	1999
43-6011	072	290	14.58	Executive Secretaries and Administrative Assistants	1999
43-6014	072	760	9.6	Secretaries, Except Legal, Medical, and Executive	1999
43-9011	072	170	11.64	Computer Operators	1999
43-9061	072	1650	8.7	Office Clerks, General	1999
45-0000	072	63880	7.31	Farming, Fishing, and Forestry Occupations	1999
45-1011	072	2780	14.45	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	1999
45-2011	072	100	11.45	Agricultural Inspectors	1999
45-2041	072	19450	6.78	Graders and Sorters, Agricultural Products	1999
45-2091	072	7090	7.77	Agricultural Equipment Operators	1999
45-2092	072	29090	6.54	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	1999
45-2093	072	2120	6.57	Farmworkers, Farm and Ranch Animals	1999
47-0000	072	110	16.37	Construction and Extraction Occupations	1999
49-0000	072	4100	10.08	Installation, Maintenance, and Repair Occupations	1999
49-3011	072	100	16.46	Aircraft Mechanics and Service Technicians	1999
49-3031	072	160	12.13	Bus and Truck Mechanics and Diesel Engine Specialists	1999
49-3041	072	560	10.74	Farm Equipment Mechanics	1999
49-9042	072	1300	11.01	Maintenance and Repair Workers, General	1999
51-0000	072	11990	8.0	Production Occupations	1999
51-1011	072	760	15.22	First-Line Supervisors/Managers of Production and Operating Workers	1999
51-9021	072	140	11.38	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	1999
51-9198	072	740	7.92	Helpers--Production Workers	1999
53-0000	072	28900	8.65	Transportation and Material Moving Occupations	1999
53-1021	072	380	16.62	First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand	1999
53-1031	072	80	18.49	First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators	1999
53-3032	072	2820	9.73	Truck Drivers, Heavy and Tractor-Trailer	1999
53-3033	072	870	7.43	Truck Drivers, Light Or Delivery Services	1999
53-7051	072	3020	10.49	Industrial Truck and Tractor Operators	1999
53-7062	072	5970	7.27	Laborers and Freight, Stock, and Material Movers, Hand	1999
53-7064	072	10260	7.16	Packers and Packagers, Hand	1999
00-0000	074	210520	13.35	Industry Total	1999
11-0000	074	5320	24.27	Management Occupations	1999
11-1011	074	1070	39.69	Chief Executives	1999
11-1021	074	2630	22.19	General and Operations Managers	1999
11-3040	074	170	14.93	Human Resources Managers	1999
11-9111	074	730	21.02	Medical and Health Services Managers	1999
13-0000	074	510	15.77	Business and Financial Operations Occupations	1999
13-2011	074	300	14.95	Accountants and Auditors	1999
15-0000	074	110	14.53	Computer and Mathematical Occupations	1999
29-0000	074	83770	19.82	Healthcare Practitioners and Technical Occupations	1999
29-1131	074	36790	31.96	Veterinarians	1999
29-2012	074	710	9.87	Medical and Clinical Laboratory Technicians	1999
29-2056	074	44270	10.17	Veterinary Technologists and Technicians	1999
31-0000	074	47020	7.65	Healthcare Support Occupations	1999
31-9096	074	46100	7.63	Veterinary Assistants and Laboratory Animal Caretakers	1999
37-0000	074	2490	7.45	Building and Grounds Cleaning and Maintenance Occupations	1999
37-2011	074	1920	7.09	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	1999
37-2012	074	240	7.18	Maids and Housekeeping Cleaners	1999
39-0000	074	20280	7.43	Personal Care and Service Occupations	1999
39-1021	074	90	9.74	First-Line Supervisors/Managers of Personal Service Workers	1999
39-2021	074	20060	7.42	Nonfarm Animal Caretakers	1999
43-0000	074	49700	9.42	Office and Administrative Support Occupations	1999
43-1011	074	4260	12.19	First-Line Supervisors/Managers of Office and Administrative Support Workers	1999
43-3011	074	420	8.99	Bill and Account Collectors	1999
43-3021	074	30	8.68	Billing and Posting Clerks and Machine Operators	1999
43-3031	074	3990	10.3	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3061	074	160	10.12	Procurement Clerks	1999
43-4171	074	31190	8.51	Receptionists and Information Clerks	1999
43-6011	074	540	12.51	Executive Secretaries and Administrative Assistants	1999
43-6013	074	3310	8.82	Medical Secretaries	1999
43-6014	074	1620	9.63	Secretaries, Except Legal, Medical, and Executive	1999
43-9021	074	170	9.0	Data Entry Keyers	1999
43-9061	074	3110	8.57	Office Clerks, General	1999
45-1011	074	80	10.93	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	1999
49-0000	074	370	11.67	Installation, Maintenance, and Repair Occupations	1999
49-9042	074	360	9.18	Maintenance and Repair Workers, General	1999
53-0000	074	120	9.63	Transportation and Material Moving Occupations	1999
53-7062	074	60	7.42	Laborers and Freight, Stock, and Material Movers, Hand	1999
00-0000	075	56320	9.89	Industry Total	1999
11-0000	075	2560	20.86	Management Occupations	1999
11-1011	075	330	26.84	Chief Executives	1999
11-1021	075	1260	20.62	General and Operations Managers	1999
11-3031	075	100	23.56	Financial Managers	1999
11-9011	075	450	18.05	Farm, Ranch, and Other Agricultural Managers	1999
13-0000	075	170	28.13	Business and Financial Operations Occupations	1999
13-2011	075	100	19.12	Accountants and Auditors	1999
15-0000	075	150	20.6	Computer and Mathematical Occupations	1999
15-1061	075	100	19.48	Database Administrators	1999
19-0000	075	1480	12.93	Life, Physical, and Social Science Occupations	1999
19-1010	075	110	14.41	Agricultural and Food Scientists	1999
19-4011	075	1360	12.72	Agricultural and Food Science Technicians	1999
25-0000	075	100	10.78	Education, Training, and Library Occupations	1999
27-0000	075	220	16.68	Arts, Design, Entertainment, Sports, and Media Occupations	1999
29-0000	075	430	15.41	Healthcare Practitioners and Technical Occupations	1999
29-1131	075	130	22.13	Veterinarians	1999
29-2056	075	260	12.56	Veterinary Technologists and Technicians	1999
31-0000	075	970	9.19	Healthcare Support Occupations	1999
31-9096	075	890	9.31	Veterinary Assistants and Laboratory Animal Caretakers	1999
33-0000	075	180	13.09	Protective Service Occupations	1999
33-9011	075	50	10.66	Animal Control Workers	1999
33-9032	075	120	8.81	Security Guards	1999
35-0000	075	80	8.1	Food Preparation and Serving Related Occupations	1999
37-0000	075	1000	8.9	Building and Grounds Cleaning and Maintenance Occupations	1999
37-2011	075	370	7.13	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	1999
37-2012	075	60	8.49	Maids and Housekeeping Cleaners	1999
37-3011	075	350	9.73	Landscaping and Groundskeeping Workers	1999
39-0000	075	27840	8.92	Personal Care and Service Occupations	1999
39-1021	075	910	12.82	First-Line Supervisors/Managers of Personal Service Workers	1999
39-2011	075	3480	12.51	Animal Trainers	1999
39-2021	075	22940	8.1	Nonfarm Animal Caretakers	1999
41-0000	075	1010	11.91	Sales and Related Occupations	1999
41-1011	075	90	10.53	First-Line Supervisors/Managers of Retail Sales Workers	1999
41-1012	075	60	16.03	First-Line Supervisors/Managers of Non-Retail Sales Workers	1999
41-2011	075	110	6.65	Cashiers	1999
41-2031	075	330	8.02	Retail Salespersons	1999
41-4011	075	50	16.22	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	1999
41-4012	075	180	20.02	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	1999
43-0000	075	5050	9.87	Office and Administrative Support Occupations	1999
43-1011	075	280	14.67	First-Line Supervisors/Managers of Office and Administrative Support Workers	1999
43-2011	075	60	8.81	Switchboard Operators, Including Answering Service	1999
43-3031	075	470	11.65	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3051	075	60	11.6	Payroll and Timekeeping Clerks	1999
43-4051	075	140	9.41	Customer Service Representatives	1999
43-4071	075	40	9.13	File Clerks	1999
43-4151	075	30	9.83	Order Clerks	1999
43-4171	075	1070	8.73	Receptionists and Information Clerks	1999
43-5071	075	70	11.39	Shipping, Receiving, and Traffic Clerks	1999
43-6011	075	260	11.26	Executive Secretaries and Administrative Assistants	1999
43-6014	075	790	10.39	Secretaries, Except Legal, Medical, and Executive	1999
43-9011	075	50	11.14	Computer Operators	1999
43-9021	075	140	10.48	Data Entry Keyers	1999
43-9061	075	1250	8.71	Office Clerks, General	1999
45-0000	075	10560	8.97	Farming, Fishing, and Forestry Occupations	1999
45-1011	075	940	13.21	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	1999
45-1012	075	90	6.53	Farm Labor Contractors	1999
45-2011	075	160	12.46	Agricultural Inspectors	1999
45-2021	075	700	11.68	Animal Breeders	1999
45-2092	075	1010	7.57	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	1999
45-2093	075	6860	8.35	Farmworkers, Farm and Ranch Animals	1999
49-0000	075	600	10.84	Installation, Maintenance, and Repair Occupations	1999
49-3041	075	80	10.93	Farm Equipment Mechanics	1999
49-9042	075	480	9.85	Maintenance and Repair Workers, General	1999
51-0000	075	2500	7.97	Production Occupations	1999
51-1011	075	90	14.65	First-Line Supervisors/Managers of Production and Operating Workers	1999
51-3021	075	780	8.2	Butchers and Meat Cutters	1999
51-3022	075	190	8.39	Meat, Poultry, and Fish Cutters and Trimmers	1999
51-3023	075	590	7.68	Slaughterers and Meat Packers	1999
51-9198	075	140	7.47	Helpers--Production Workers	1999
53-0000	075	1390	8.94	Transportation and Material Moving Occupations	1999
53-3033	075	120	10.52	Truck Drivers, Light Or Delivery Services	1999
53-7062	075	570	8.38	Laborers and Freight, Stock, and Material Movers, Hand	1999
53-7064	075	360	6.83	Packers and Packagers, Hand	1999
00-0000	076	174670	6.94	Industry Total	1999
11-0000	076	1150	26.22	Management Occupations	1999
11-1021	076	370	30.17	General and Operations Managers	1999
11-3031	076	80	31.16	Financial Managers	1999
11-3040	076	40	16.3	Human Resources Managers	1999
11-9011	076	440	20.21	Farm, Ranch, and Other Agricultural Managers	1999
13-0000	076	130	18.15	Business and Financial Operations Occupations	1999
13-2011	076	40	22.45	Accountants and Auditors	1999
37-0000	076	920	7.18	Building and Grounds Cleaning and Maintenance Occupations	1999
43-0000	076	1710	9.5	Office and Administrative Support Occupations	1999
43-1011	076	60	14.37	First-Line Supervisors/Managers of Office and Administrative Support Workers	1999
43-3031	076	260	11.88	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3051	076	290	9.31	Payroll and Timekeeping Clerks	1999
43-4171	076	60	7.89	Receptionists and Information Clerks	1999
43-6011	076	40	13.45	Executive Secretaries and Administrative Assistants	1999
43-6014	076	340	9.7	Secretaries, Except Legal, Medical, and Executive	1999
43-9061	076	510	8.29	Office Clerks, General	1999
45-0000	076	167510	6.75	Farming, Fishing, and Forestry Occupations	1999
45-1011	076	3480	11.49	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	1999
45-1012	076	7700	8.87	Farm Labor Contractors	1999
45-2041	076	720	6.98	Graders and Sorters, Agricultural Products	1999
45-2091	076	2840	7.6	Agricultural Equipment Operators	1999
45-2092	076	147420	6.53	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	1999
45-2093	076	5300	6.66	Farmworkers, Farm and Ranch Animals	1999
49-0000	076	580	10.92	Installation, Maintenance, and Repair Occupations	1999
49-3031	076	110	11.05	Bus and Truck Mechanics and Diesel Engine Specialists	1999
49-3041	076	350	11.34	Farm Equipment Mechanics	1999
53-0000	076	2540	6.85	Transportation and Material Moving Occupations	1999
53-3032	076	620	8.87	Truck Drivers, Heavy and Tractor-Trailer	1999
53-7051	076	110	8.05	Industrial Truck and Tractor Operators	1999
53-7064	076	1290	6.73	Packers and Packagers, Hand	1999
00-0000	078	530510	11.39	Industry Total	1999
11-0000	078	28870	25.56	Management Occupations	1999
11-1011	078	5830	34.07	Chief Executives	1999
11-1021	078	12800	26.02	General and Operations Managers	1999
11-2022	078	1020	23.93	Sales Managers	1999
11-3011	078	2030	15.1	Administrative Services Managers	1999
11-3031	078	1130	26.89	Financial Managers	1999
11-3040	078	50	19.56	Human Resources Managers	1999
11-3061	078	40	16.41	Purchasing Managers	1999
11-3071	078	190	23.95	Transportation, Storage, and Distribution Managers	1999
11-9011	078	1170	17.81	Farm, Ranch, and Other Agricultural Managers	1999
11-9021	078	2020	21.23	Construction Managers	1999
13-0000	078	2880	18.48	Business and Financial Operations Occupations	1999
13-1021	078	140	17.46	Purchasing Agents and Buyers, Farm Products	1999
13-1051	078	1630	18.66	Cost Estimators	1999
13-1071	078	70	19.46	Employment, Recruitment, and Placement Specialists	1999
13-2011	078	710	18.78	Accountants and Auditors	1999
15-0000	078	380	20.83	Computer and Mathematical Occupations	1999
15-1061	078	230	22.96	Database Administrators	1999
17-0000	078	8110	18.88	Architecture and Engineering Occupations	1999
17-1011	078	100	23.83	Architects, Except Landscape and Naval	1999
17-1012	078	6130	20.16	Landscape Architects	1999
17-2051	078	190	24.1	Civil Engineers	1999
17-3011	078	700	16.04	Architectural and Civil Drafters	1999
19-0000	078	190	17.16	Life, Physical, and Social Science Occupations	1999
27-0000	078	870	12.4	Arts, Design, Entertainment, Sports, and Media Occupations	1999
27-1023	078	210	10.98	Floral Designers	1999
33-0000	078	570	8.89	Protective Service Occupations	1999
37-0000	078	406730	10.02	Building and Grounds Cleaning and Maintenance Occupations	1999
37-1011	078	930	10.83	First-Line Supervisors/Managers of Housekeeping and Janitorial Workers	1999
37-1012	078	43540	15.4	First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers	1999
37-2011	078	5840	8.61	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	1999
37-3011	078	295780	8.93	Landscaping and Groundskeeping Workers	1999
37-3012	078	14510	11.66	Pesticide Handlers, Sprayers, and Applicators, Vegetation	1999
37-3013	078	42700	11.29	Tree Trimmers and Pruners	1999
41-0000	078	12550	14.79	Sales and Related Occupations	1999
41-1011	078	820	14.83	First-Line Supervisors/Managers of Retail Sales Workers	1999
41-1012	078	190	20.71	First-Line Supervisors/Managers of Non-Retail Sales Workers	1999
41-2011	078	1030	7.45	Cashiers	1999
41-2031	078	3170	8.85	Retail Salespersons	1999
41-4011	078	920	23.4	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	1999
41-4012	078	2850	17.04	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	1999
41-9041	078	1530	9.46	Telemarketers	1999
41-9091	078	380	10.55	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	1999
43-0000	078	28960	11.12	Office and Administrative Support Occupations	1999
43-1011	078	2630	14.77	First-Line Supervisors/Managers of Office and Administrative Support Workers	1999
43-3011	078	560	10.51	Bill and Account Collectors	1999
43-3021	078	70	12.24	Billing and Posting Clerks and Machine Operators	1999
43-3031	078	5500	11.79	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3051	078	830	11.11	Payroll and Timekeeping Clerks	1999
43-4051	078	540	10.38	Customer Service Representatives	1999
43-4151	078	30	12.91	Order Clerks	1999
43-4161	078	40	13.83	Human Resources Assistants, Except Payroll and Timekeeping	1999
43-4171	078	2130	9.49	Receptionists and Information Clerks	1999
43-6011	078	2810	13.1	Executive Secretaries and Administrative Assistants	1999
43-6014	078	5910	9.65	Secretaries, Except Legal, Medical, and Executive	1999
43-9061	078	7500	9.71	Office Clerks, General	1999
45-0000	078	9070	9.06	Farming, Fishing, and Forestry Occupations	1999
45-1011	078	490	15.04	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	1999
45-2091	078	190	11.83	Agricultural Equipment Operators	1999
45-2092	078	7280	8.13	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	1999
45-4021	078	230	11.98	Fallers	1999
47-0000	078	10450	14.63	Construction and Extraction Occupations	1999
47-1011	078	1400	18.53	First-Line Supervisors/Managers of Construction Trades and Extraction Workers	1999
47-2021	078	490	14.28	Brickmasons and Blockmasons	1999
47-2031	078	310	16.99	Carpenters	1999
47-2051	078	1160	13.72	Cement Masons and Concrete Finishers	1999
47-2061	078	1960	9.88	Construction Laborers	1999
47-2073	078	2380	16.1	Operating Engineers and Other Construction Equipment Operators	1999
47-4091	078	310	11.5	Segmental Pavers	1999
49-0000	078	6420	13.2	Installation, Maintenance, and Repair Occupations	1999
49-1011	078	430	18.99	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	1999
49-3023	078	1270	12.97	Automotive Service Technicians and Mechanics	1999
49-3031	078	170	13.9	Bus and Truck Mechanics and Diesel Engine Specialists	1999
49-3041	078	280	12.54	Farm Equipment Mechanics	1999
49-3042	078	50	13.99	Mobile Heavy Equipment Mechanics, Except Engines	1999
49-3053	078	1950	12.66	Outdoor Power Equipment and Other Small Engine Mechanics	1999
49-9042	078	1660	11.13	Maintenance and Repair Workers, General	1999
51-0000	078	70	10.28	Production Occupations	1999
53-0000	078	14370	11.58	Transportation and Material Moving Occupations	1999
53-1021	078	430	13.14	First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand	1999
53-1031	078	340	16.62	First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators	1999
53-3032	078	3890	14.59	Truck Drivers, Heavy and Tractor-Trailer	1999
53-3033	078	2900	11.77	Truck Drivers, Light Or Delivery Services	1999
53-7032	078	610	13.62	Excavating and Loading Machine and Dragline Operators	1999
53-7051	078	770	10.61	Industrial Truck and Tractor Operators	1999
53-7062	078	5150	8.11	Laborers and Freight, Stock, and Material Movers, Hand	1999
00-0000	101	7710	19.93	Industry Total	1999
11-0000	101	300	33.2	Management Occupations	1999
11-1021	101	230	32.68	General and Operations Managers	1999
15-0000	101	60	25.98	Computer and Mathematical Occupations	1999
43-0000	101	380	14.97	Office and Administrative Support Occupations	1999
47-0000	101	1080	18.07	Construction and Extraction Occupations	1999
47-1011	101	180	24.73	First-Line Supervisors/Managers of Construction Trades and Extraction Workers	1999
49-0000	101	2150	18.55	Installation, Maintenance, and Repair Occupations	1999
53-0000	101	770	18.62	Transportation and Material Moving Occupations	1999
00-0000	102	9540	18.24	Industry Total	1999
11-0000	102	260	47.88	Management Occupations	1999
47-0000	102	4960	18.0	Construction and Extraction Occupations	1999
00-0000	103	2130	16.37	Industry Total	1999
11-0000	103	80	35.35	Management Occupations	1999
11-1021	103	40	34.32	General and Operations Managers	1999
17-0000	103	60	21.08	Architecture and Engineering Occupations	1999
19-0000	103	70	24.43	Life, Physical, and Social Science Occupations	1999
43-0000	103	80	15.19	Office and Administrative Support Occupations	1999
47-0000	103	1070	14.66	Construction and Extraction Occupations	1999
49-0000	103	410	16.37	Installation, Maintenance, and Repair Occupations	1999
51-0000	103	150	14.75	Production Occupations	1999
53-0000	103	180	14.13	Transportation and Material Moving Occupations	1999
00-0000	104	15070	22.58	Industry Total	1999
11-0000	104	1210	44.87	Management Occupations	1999
11-1011	104	50	64.96	Chief Executives	1999
11-1021	104	140	50.84	General and Operations Managers	1999
11-2021	104	60	57.22	Marketing Managers	1999
11-2031	104	50	46.4	Public Relations Managers	1999
11-3011	104	60	37.5	Administrative Services Managers	1999
11-3021	104	30	40.85	Computer and Information Systems Managers	1999
11-3031	104	130	45.68	Financial Managers	1999
11-3040	104	70	36.14	Human Resources Managers	1999
11-9021	104	60	33.6	Construction Managers	1999
11-9041	104	120	50.31	Engineering Managers	1999
11-9121	104	30	52.72	Natural Sciences Managers	1999
13-0000	104	380	25.76	Business and Financial Operations Occupations	1999
13-1023	104	70	22.68	Purchasing Agents, Except Wholesale, Retail, and Farm Products	1999
13-2011	104	130	24.83	Accountants and Auditors	1999
15-0000	104	100	27.05	Computer and Mathematical Occupations	1999
15-1041	104	30	25.07	Computer Support Specialists	1999
17-0000	104	910	25.94	Architecture and Engineering Occupations	1999
17-1022	104	50	21.48	Surveyors	1999
17-2081	104	80	27.23	Environmental Engineers	1999
17-2151	104	380	29.92	Mining and Geological Engineers, Including Mining Safety Engineers	1999
17-3023	104	90	21.73	Electrical and Electronic Engineering Technicians	1999
17-3025	104	40	14.87	Environmental Engineering Technicians	1999
17-3031	104	50	18.56	Surveying and Mapping Technicians	1999
19-0000	104	720	23.3	Life, Physical, and Social Science Occupations	1999
19-2031	104	50	26.1	Chemists	1999
19-2041	104	30	23.05	Environmental Scientists and Specialists, Including Health	1999
19-2042	104	220	29.71	Geoscientists, Except Hydrologists and Geographers	1999
19-4031	104	250	18.18	Chemical Technicians	1999
29-9010	104	30	24.84	Occupational Health and Safety Specialists and Technicians	1999
33-0000	104	120	12.1	Protective Service Occupations	1999
33-9032	104	110	14.28	Security Guards	1999
37-2011	104	30	12.41	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	1999
43-0000	104	500	16.31	Office and Administrative Support Occupations	1999
43-3031	104	60	13.98	Bookkeeping, Accounting, and Auditing Clerks	1999
43-3051	104	30	17.12	Payroll and Timekeeping Clerks	1999
43-4161	104	30	16.58	Human Resources Assistants, Except Payroll and Timekeeping	1999
43-4171	104	30	11.67	Receptionists and Information Clerks	1999
43-5061	104	30	18.85	Production, Planning, and Expediting Clerks	1999
43-5071	104	50	17.02	Shipping, Receiving, and Traffic Clerks	1999
43-5081	104	30	16.33	Stock Clerks and Order Fillers	1999
43-6011	104	60	16.12	Executive Secretaries and Administrative Assistants	1999
47-0000	104	6180	20.33	Construction and Extraction Occupations	1999
47-1011	104	480	28.67	First-Line Supervisors/Managers of Construction Trades and Extraction Workers	1999
47-2111	104	270	19.75	Electricians	1999
47-5031	104	90	17.89	Explosives Workers, Ordnance Handling Experts, and Blasters	1999
47-5042	104	840	19.45	Mine Cutting and Channeling Machine Operators	1999
49-0000	104	2170	20.53	Installation, Maintenance, and Repair Occupations	1999
49-1011	104	270	29.36	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	1999
49-3042	104	500	19.12	Mobile Heavy Equipment Mechanics, Except Engines	1999
49-9041	104	260	17.34	Industrial Machinery Mechanics	1999
49-9042	104	370	19.2	Maintenance and Repair Workers, General	1999
51-0000	104	1390	19.84	Production Occupations	1999
51-1011	104	160	26.41	First-Line Supervisors/Managers of Production and Operating Workers	1999
51-9021	104	270	17.82	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	1999
53-0000	104	1280	18.47	Transportation and Material Moving Occupations	1999
53-7062	104	100	15.17	Laborers and Freight, Stock, and Material Movers, Hand	1999
00-0000	106	1270	18.55	Industry Total	1999
11-0000	106	60	29.8	Management Occupations	1999
49-0000	106	90	14.76	Installation, Maintenance, and Repair Occupations	1999
00-0000	108	2480	20.1	Industry Total	1999
11-0000	108	340	43.25	Management Occupations	1999
11-1011	108	80	61.99	Chief Executives	1999
11-1021	108	120	38.77	General and Operations Managers	1999
13-0000	108	60	19.21	Business and Financial Operations Occupations	1999
13-2011	108	40	21.78	Accountants and Auditors	1999
19-0000	108	230	25.15	Life, Physical, and Social Science Occupations	1999
19-2042	108	170	29.3	Geoscientists, Except Hydrologists and Geographers	1999
43-0000	108	370	13.29	Office and Administrative Support Occupations	1999
43-3031	108	80	12.91	Bookkeeping, Accounting, and Auditing Clerks	1999
43-6011	108	200	13.67	Executive Secretaries and Administrative Assistants	1999
43-9061	108	40	12.67	Office Clerks, General	1999
47-0000	108	1310	15.45	Construction and Extraction Occupations	1999
47-1011	108	230	24.03	First-Line Supervisors/Managers of Construction Trades and Extraction Workers	1999
47-5021	108	560	16.73	Earth Drillers, Except Oil and Gas	1999
47-5081	108	490	10.2	Helpers--Extraction Workers	1999
49-0000	108	50	14.84	Installation, Maintenance, and Repair Occupations	1999
51-0000	108	70	16.76	Production Occupations	1999
00-0000	109	1060	22.97	Industry Total	1999
11-0000	109	150	42.62	Management Occupations	1999
11-1021	109	60	44.65	General and Operations Managers	1999
11-3031	109	30	36.1	Financial Managers	1999
11-9041	109	40	45.69	Engineering Managers	1999
17-0000	109	130	25.35	Architecture and Engineering Occupations	1999
17-2151	109	100	26.05	Mining and Geological Engineers, Including Mining Safety Engineers	1999
