occ_code	naics	own	tot_emp	h_mean	occ_title	year
00-0000	1130		51140	19.69	Industry Total	2016
00-0000	1133		51140	19.69	Industry Total	2016
00-0000	1150		365460	13.58	Industry Total	2016
00-0000	1151		335370	13.27	Industry Total	2016
00-0000	1152		30090	17.0	Industry Total	2016
00-0000	2110		181430	43.42	Industry Total	2016
00-0000	2111		181430	43.42	Industry Total	2016
00-0000	2120		187160	25.86	Industry Total	2016
00-0000	2121		53420	28.55	Industry Total	2016
00-0000	2122		40050	28.98	Industry Total	2016
00-0000	2123		93690	22.99	Industry Total	2016
00-0000	2130		280550	27.98	Industry Total	2016
00-0000	2131		280550	27.98	Industry Total	2016
00-0000	2210		549960	36.35	Industry Total	2016
00-0000	2211		387380	37.41	Industry Total	2016
00-0000	2212		113220	37.93	Industry Total	2016
00-0000	2213		49350	24.47	Industry Total	2016
00-0000	2360		1473640	27.3	Industry Total	2016
00-0000	2361		715380	24.48	Industry Total	2016
00-0000	2362		758260	29.96	Industry Total	2016
00-0000	2370		969610	26.14	Industry Total	2016
00-0000	2371		490420	25.67	Industry Total	2016
00-0000	2372		40400	30.68	Industry Total	2016
00-0000	2373		328080	25.98	Industry Total	2016
00-0000	2379		110710	26.98	Industry Total	2016
00-0000	2380		4244130	24.42	Industry Total	2016
00-0000	2381		845120	22.89	Industry Total	2016
00-0000	2382		1991840	26.24	Industry Total	2016
00-0000	2383		766330	22.85	Industry Total	2016
00-0000	2389		640850	22.66	Industry Total	2016
00-0000	3110		1531740	17.7	Industry Total	2016
00-0000	3111		58300	20.6	Industry Total	2016
00-0000	3112		59720	22.48	Industry Total	2016
00-0000	3113		73550	19.59	Industry Total	2016
00-0000	3114		167330	18.84	Industry Total	2016
00-0000	3115		139990	20.99	Industry Total	2016
00-0000	3116		491260	15.06	Industry Total	2016
00-0000	3117		32360	16.13	Industry Total	2016
00-0000	3118		304080	16.4	Industry Total	2016
00-0000	3119		205150	20.11	Industry Total	2016
00-0000	3120		240270	20.94	Industry Total	2016
00-0000	3121		227240	20.71	Industry Total	2016
00-0000	3122		13030	25.03	Industry Total	2016
00-0000	3130		114560	18.0	Industry Total	2016
00-0000	3131		29580	15.87	Industry Total	2016
00-0000	3132		54940	18.22	Industry Total	2016
00-0000	3133		30030	19.7	Industry Total	2016
00-0000	3140		116250	17.27	Industry Total	2016
00-0000	3141		52010	17.18	Industry Total	2016
00-0000	3149		64240	17.34	Industry Total	2016
00-0000	3150		132830	17.45	Industry Total	2016
00-0000	3151		12410	16.08	Industry Total	2016
00-0000	3152		108440	17.71	Industry Total	2016
00-0000	3159		11970	16.51	Industry Total	2016
00-0000	3160		29720	19.01	Industry Total	2016
00-0000	3161		4010	18.37	Industry Total	2016
00-0000	3162		13680	20.69	Industry Total	2016
00-0000	3169		12020	17.31	Industry Total	2016
00-0000	3210		388880	17.7	Industry Total	2016
00-0000	3211		91160	17.74	Industry Total	2016
00-0000	3212		75870	18.64	Industry Total	2016
00-0000	3219		221850	17.37	Industry Total	2016
00-0000	3220		369830	23.32	Industry Total	2016
00-0000	3221		100110	26.28	Industry Total	2016
00-0000	3222		269720	22.23	Industry Total	2016
00-0000	3230		451480	21.05	Industry Total	2016
00-0000	3231		451480	21.05	Industry Total	2016
00-0000	3240		111470	33.87	Industry Total	2016
00-0000	3241		111470	33.87	Industry Total	2016
00-0000	3250		811210	30.29	Industry Total	2016
00-0000	3251		150290	32.05	Industry Total	2016
00-0000	3252		92320	30.99	Industry Total	2016
00-0000	3253		35680	27.54	Industry Total	2016
00-0000	3254		283920	33.5	Industry Total	2016
00-0000	3255		61190	27.09	Industry Total	2016
00-0000	3256		107010	24.68	Industry Total	2016
00-0000	3259		80800	26.06	Industry Total	2016
00-0000	3260		697070	20.61	Industry Total	2016
00-0000	3261		564050	20.39	Industry Total	2016
00-0000	3262		133020	21.54	Industry Total	2016
00-0000	3270		407300	21.29	Industry Total	2016
00-0000	3271		39570	20.88	Industry Total	2016
00-0000	3272		85250	20.8	Industry Total	2016
00-0000	3273		192330	21.24	Industry Total	2016
00-0000	3274		13090	22.78	Industry Total	2016
00-0000	3279		77070	21.9	Industry Total	2016
00-0000	3310		379990	23.2	Industry Total	2016
00-0000	3311		83890	25.31	Industry Total	2016
00-0000	3312		56310	23.27	Industry Total	2016
00-0000	3313		58580	22.55	Industry Total	2016
00-0000	3314		60230	24.2	Industry Total	2016
00-0000	3315		120980	21.53	Industry Total	2016
00-0000	3320		1429360	22.51	Industry Total	2016
00-0000	3321		96670	22.18	Industry Total	2016
00-0000	3322		36920	22.47	Industry Total	2016
00-0000	3323		370850	21.95	Industry Total	2016
00-0000	3324		93230	23.9	Industry Total	2016
00-0000	3325		23870	24.91	Industry Total	2016
00-0000	3326		42760	21.61	Industry Total	2016
00-0000	3327		356350	22.57	Industry Total	2016
00-0000	3328		138110	20.02	Industry Total	2016
00-0000	3329		270610	24.05	Industry Total	2016
00-0000	3330		1088910	25.91	Industry Total	2016
00-0000	3331		214540	25.78	Industry Total	2016
00-0000	3332		113270	29.48	Industry Total	2016
00-0000	3333		89470	28.46	Industry Total	2016
00-0000	3334		128430	22.45	Industry Total	2016
00-0000	3335		181360	24.48	Industry Total	2016
00-0000	3336		98920	27.09	Industry Total	2016
00-0000	3339		262930	25.85	Industry Total	2016
00-0000	3340		1050350	37.82	Industry Total	2016
00-0000	3341		168280	47.2	Industry Total	2016
00-0000	3342		87240	37.25	Industry Total	2016
00-0000	3343		18880	33.69	Industry Total	2016
00-0000	3344		369620	34.45	Industry Total	2016
00-0000	3345		391210	37.43	Industry Total	2016
00-0000	3346		15130	34.04	Industry Total	2016
00-0000	3350		382030	25.24	Industry Total	2016
00-0000	3351		48170	24.13	Industry Total	2016
00-0000	3352		62090	23.0	Industry Total	2016
00-0000	3353		140650	26.45	Industry Total	2016
00-0000	3359		131110	25.39	Industry Total	2016
00-0000	3360		1625910	27.79	Industry Total	2016
00-0000	3361		207010	26.5	Industry Total	2016
00-0000	3362		150780	20.46	Industry Total	2016
00-0000	3363		579890	22.27	Industry Total	2016
00-0000	3364		490950	38.13	Industry Total	2016
00-0000	3365		27840	23.66	Industry Total	2016
00-0000	3366		136140	25.95	Industry Total	2016
00-0000	3369		33290	23.5	Industry Total	2016
00-0000	3370		388490	19.17	Industry Total	2016
00-0000	3371		244830	18.24	Industry Total	2016
00-0000	3372		107460	21.44	Industry Total	2016
00-0000	3379		36210	18.67	Industry Total	2016
00-0000	3390		589890	24.03	Industry Total	2016
00-0000	3391		306380	25.95	Industry Total	2016
00-0000	3399		283500	21.94	Industry Total	2016
00-0000	4230		2923360	27.4	Industry Total	2016
00-0000	4231		330960	21.95	Industry Total	2016
00-0000	4232		105860	26.26	Industry Total	2016
00-0000	4233		215160	24.15	Industry Total	2016
00-0000	4234		622070	33.42	Industry Total	2016
00-0000	4235		123550	25.68	Industry Total	2016
00-0000	4236		325300	30.19	Industry Total	2016
00-0000	4237		246610	25.99	Industry Total	2016
