occ_code	sic	tot_emp	h_mean	occ_title	year
19999	072	130	19.35	All Other Managers & Administrators	1997
20000	072	1300	17.18	Professional/Paraprofessional & Technical Occupations	1997
21100	072	410	17.53	Accountants, Auditors & Other Financial Specialists	1997
21114	072	400	17.46	Accountants & Auditors	1997
21305	072	40	16.99	Buyers, Farm Products	1997
21511	072	100	14.6	Personnel, Training & Labor Relations Specialists	1997
21999	072	50	9.77	All Other Management Support	1997
22100	072	70	21.78	Engineers	1997
22128	072	40	22.17	Industrial Engineers, Except Safety	1997
22399	072	40	20.47	Other Architects, Surveying & Mapping Scientists	1997
24300	072	290	20.36	Life Scientists	1997
24305	072	240	19.57	Agricultural & Food Scientists	1997
24308	072	50	24.43	Biological Scientists	1997
24500	072	110	12.59	Physical & Life Science Technicians & Technologists	1997
24502	072	50	13.12	Biological/Agricultural/Food Technicians & Technologists	1997
24599	072	60	12.1	Other Physical & Life Science Technicians & Technologists	1997
25100	072	60	18.2	Computer Scientists & Related	1997
25104	072	30	13.91	Computer Support Specialists	1997
25199	072	30	22.92	Other Computer Scientists & Related	1997
31323	072	30	15.22	Farm/Home Management Advisors	1997
39999	072	80	14.57	Other Professional, Paraprofessional/Technicians	1997
40000	072	490	18.59	Sales & Related Occupations	1997
41002	072	50	24.45	First Line Supervisors, Sales & Related	1997
43000	072	60	23.52	Sales Workers, Services	1997
43017	072	60	23.52	Sales Agents, Business Services	1997
49005	072	50	16.22	Salespersons, Scientific Products & Services	1997
49008	072	210	19.36	Salespersons, Except Scientific & Retail	1997
49011	072	30	7.55	Salespersons, Retail	1997
49026	072	30	22.73	News, Street Vendors & Phone Solicitors	1997
49999	072	60	11.33	All Other Sales & Related	1997
50000	072	10730	9.72	Clerical & Administrative Support	1997
51002	072	1480	13.89	First Line Supervisors, Clerical & Administrative	1997
55108	072	1140	8.98	Secretaries, Except Legal & Medical	1997
55305	072	350	6.99	Receptionists & Information Clerks	1997
55307	072	30	10.34	Typists, Including Word Processing	1997
55323	072	320	13.65	Order Clerks, Materials, Merchandise & Service	1997
55338	072	2060	10.23	Bookkeeping, Accounting & Auditing Clerks	1997
55341	072	40	11.04	Payroll & Timekeeping Clerks	1997
55344	072	40	9.89	Billing, Cost & Rate Clerks	1997
55347	072	2460	7.94	General Office Clerks	1997
56000	072	230	7.85	Office Machine Operators, Data Processors	1997
56017	072	220	7.65	Data Entry Keyers, Except Composing	1997
58000	072	2460	8.98	Material Recording/Scheduling/Dispatching/Distributing	1997
58017	072	200	6.43	Weighers, Measurers, Checkers & Samplers, Recordkeeping	1997
58023	072	80	7.21	Stock Clerks, Stockroom, Warehouse or Storage Yard	1997
58028	072	2150	9.25	Traffic, Shipping, & Receiving Clerks	1997
59999	072	100	9.21	All Other Clerical & Administrative Support	1997
60000	072	1670	7.24	Service Occupations	1997
63047	072	250	7.51	Guards & Watch Guards	1997
67005	072	1330	7.11	Janitors & Cleaners	1997
67099	072	70	7.27	Other Cleaning & Building Service Workers	1997
70000	072	69260	6.89	Agricultural, Forestry, Fishing & Related	1997
72002	072	3070	14.18	First Line Supervisors, Agricultural/Forestry/Fishing	1997
79011	072	24500	6.13	Graders & Sorters, Agricultural Products	1997
79021	072	13120	7.28	Farm Equipment Operators	1997
79033	072	80	7.56	Pruners	1997
79036	072	500	7.51	Sprayers/Applicators	1997
79041	072	540	8.32	Laborers, Landscaping & Groundskeeping	1997
79856	072	25100	6.37	Farmworkers, Food & Fiber Crops	1997
79858	072	240	6.42	Farmworkers, Farm & Ranch Animals	1997
79999	072	2110	8.54	All Other Agricultural, Forestry & Fishing Workers	1997
80000	072	42420	8.13	Product/Construct/Operate Maintenance/Material Handling	1997
81000	072	3840	11.35	First Line Supervisors-Product/Construct/Maintenance/Related	1997
81002	072	90	14.52	First Line Supervisors, Mechanics/Installers/Repairers	1997
81008	072	3280	11.11	First Line Supervisors, Production & Operating	1997
81011	072	130	13.14	First Line Supervisors, Transport/Moving Machines	1997
81017	072	270	11.75	First Line Supervisors, Helpers/Laborers/Movers-Hand	1997
81099	072	60	12.81	Other First Line Supervisors, Product/Construct/Maintain	1997
83000	072	310	7.19	Inspectors & Related	1997
83005	072	110	6.37	Production Inspectors, Test/Grade/Sort/Sample/Weigh	1997
83099	072	200	7.66	Other Inspectors, Testers & Related Workers	1997
85000	072	3170	10.69	Mechanics, Installers & Repairers	1997
85110	072	1580	11.07	Machinery Maintenance Mechanics	1997
85132	072	240	8.84	Maintenance Repairers, General Utility	1997
85302	072	130	12.83	Automotive Mechanics	1997
85311	072	40	12.51	Bus & Truck Mechanics & Diesel Engine Specialists	1997
85321	072	970	9.64	Farm Equipment Mechanics	1997
85323	072	170	14.09	Aircraft Mechanics	1997
85999	072	40	8.53	Other Mechanics, Installers & Repairers	1997
87000	072	50	14.86	Construction Trade Workers, Except Material Moving	1997
87202	072	50	14.86	Electricians	1997
89100	072	30	8.01	Precision Metal Workers	1997
89900	072	110	12.25	Precision Workers, n.e.c.	1997
92900	072	4140	6.82	Other Machine Setters, Operators & Tenders	1997
92921	072	350	5.75	Roasting/Baking/Drying Machine Operators	1997
92962	072	280	7.51	Separating, Filtering & Still Machine Operators	1997
92965	072	370	7.83	Crushing/Grinding/Mixing/Blending Machine Operators	1997
92971	072	140	7.17	Extruding/Forming/Pressing/Compacting Machine Operators	1997
92974	072	2120	6.72	Packaging & Filling Machine Operators	1997
92997	072	230	5.43	Other Machine Setters & Set-Up Operators	1997
92998	072	640	7.27	Other Machine Operators & Tenders	1997
93900	072	960	6.55	Other Hand Workers, n.e.c.	1997
93914	072	70	10.32	Welders & Cutters	1997
93935	072	490	6.15	Cannery Workers	1997
93956	072	50	6.43	Assemblers/Fabricators Except Machine/Electronic/Precision	1997
93999	072	350	6.38	Other Hand Workers, n.e.c.	1997
95000	072	40	8.34	Plant & System Workers	1997
97100	072	3920	8.89	Motor Vehicle Operators	1997
97102	072	3040	9.01	Truck Drivers, Heavy or Tractor Trailer	1997
97105	072	880	8.49	Truck Drivers-Light, Include Delivery/Route Workers	1997
97899	072	300	7.36	All Other Transportation & Related Workers	1997
97900	072	3600	7.74	Material Moving Equipment Operators	1997
97923	072	50	7.37	Excavating & Loading Machine Operators	1997
97938	072	50	10.26	Grader, Bulldozer & Scraper Operators	1997
97947	072	2640	7.82	Industrial Truck & Tractor Operators	1997
97951	072	510	7.16	Conveyor Operators & Tenders	1997
97989	072	350	7.63	Other Material Moving Equipment Operators	1997
98000	072	20810	6.39	Helpers, Laborers & Material Movers, Hand	1997
98799	072	80	5.85	Other Freight, Stock & Material Movers, Hand	1997
98902	072	13030	6.55	Hand Packers & Packagers	1997
98905	072	60	7.16	Vehicle Washers & Equipment Cleaners	1997
98999	072	7640	6.1	Other Helpers, Laborers & Material Movers, Hand	1997
00000	074	185610	11.51	Industry Total	1997
10000	074	2880	17.74	Managerial & Administrative	1997
13005	074	510	12.92	Personnel, Training & Labor Relations Managers	1997
13011	074	60	13.53	Marketing/Advertising/Public Relations Managers	1997
13014	074	80	11.53	Administrative Managers	1997
15008	074	500	15.47	Health Services Managers	1997
19005	074	1630	20.32	General Managers & Top Executives	1997
19999	074	70	20.13	All Other Managers & Administrators	1997
20000	074	62010	18.4	Professional/Paraprofessional & Technical Occupations	1997
21100	074	140	15.79	Accountants, Auditors & Other Financial Specialists	1997
21114	074	140	15.79	Accountants & Auditors	1997
21511	074	50	10.12	Personnel, Training & Labor Relations Specialists	1997
21999	074	40	7.89	All Other Management Support	1997
25100	074	30	15.45	Computer Scientists & Related	1997
32000	074	61690	18.43	Health Practitioners, Technicians & Technologists	1997
32111	074	50	24.6	Podiatrists	1997
32114	074	32350	26.49	Veterinarians & Veterinary Inspectors	1997
32902	074	30	8.39	Medical & Clinical Laboratory Technologists	1997
32905	074	120	9.12	Medical & Clinical Laboratory Technicians	1997
32951	074	29060	9.5	Vet Tech&tech	1997
32999	074	70	15.04	Other Health Professionals, Paraprofessionals/Technicians	1997
39999	074	30	9.23	Other Professional, Paraprofessional/Technicians	1997
40000	074	110	8.97	Sales & Related Occupations	1997
41002	074	50	12.1	First Line Supervisors, Sales & Related	1997
49011	074	30	6.0	Salespersons, Retail	1997
50000	074	47010	8.42	Clerical & Administrative Support	1997
51002	074	4470	11.33	First Line Supervisors, Clerical & Administrative	1997
55105	074	1770	8.17	Medical Secretaries	1997
55108	074	2260	8.15	Secretaries, Except Legal & Medical	1997
55305	074	31450	7.98	Receptionists & Information Clerks	1997
55307	074	110	8.28	Typists, Including Word Processing	1997
55338	074	3570	9.44	Bookkeeping, Accounting & Auditing Clerks	1997
55347	074	3010	7.95	General Office Clerks	1997
56000	074	150	8.08	Office Machine Operators, Data Processors	1997
56017	074	140	8.21	Data Entry Keyers, Except Composing	1997
58000	074	100	7.67	Material Recording/Scheduling/Dispatching/Distributing	1997
58017	074	30	5.99	Weighers, Measurers, Checkers & Samplers, Recordkeeping	1997
58028	074	50	7.6	Traffic, Shipping, & Receiving Clerks	1997
59999	074	40	8.13	All Other Clerical & Administrative Support	1997
60000	074	3050	6.8	Service Occupations	1997
67005	074	2860	6.69	Janitors & Cleaners	1997
67099	074	100	6.92	Other Cleaning & Building Service Workers	1997
69999	074	60	8.97	All Other Service Workers	1997
70000	074	69740	7.45	Agricultural, Forestry, Fishing & Related	1997
72002	074	120	12.1	First Line Supervisors, Agricultural/Forestry/Fishing	1997
79015	074	100	8.2	Animal Breeders	1997
79016	074	110	9.43	Animal Trainers	1997
79017	074	27680	6.73	Animal Caretakers	1997
79041	074	160	7.19	Laborers, Landscaping & Groundskeeping	1997
79806	074	41130	7.92	Vet Assistants	1997
79858	074	220	7.71	Farmworkers, Farm & Ranch Animals	1997
79999	074	220	8.17	All Other Agricultural, Forestry & Fishing Workers	1997
80000	074	810	7.38	Product/Construct/Operate Maintenance/Material Handling	1997
85000	074	590	7.3	Mechanics, Installers & Repairers	1997
85132	074	580	7.26	Maintenance Repairers, General Utility	1997
97100	074	90	8.28	Motor Vehicle Operators	1997
97105	074	90	8.28	Truck Drivers-Light, Include Delivery/Route Workers	1997
98000	074	120	6.78	Helpers, Laborers & Material Movers, Hand	1997
98999	074	120	6.78	Other Helpers, Laborers & Material Movers, Hand	1997
00000	075	51300	9.1	Industry Total	1997
10000	075	3280	16.14	Managerial & Administrative	1997
13002	075	40	18.13	Financial Managers	1997
13005	075	260	11.91	Personnel, Training & Labor Relations Managers	1997
13011	075	250	14.83	Marketing/Advertising/Public Relations Managers	1997
13014	075	30	16.14	Administrative Managers	1997
19005	075	2500	17.13	General Managers & Top Executives	1997
19999	075	180	10.18	All Other Managers & Administrators	1997
20000	075	2100	12.38	Professional/Paraprofessional & Technical Occupations	1997
21100	075	140	16.97	Accountants, Auditors & Other Financial Specialists	1997
21114	075	140	16.97	Accountants & Auditors	1997
21511	075	80	11.41	Personnel, Training & Labor Relations Specialists	1997
24300	075	100	12.53	Life Scientists	1997
24305	075	80	10.32	Agricultural & Food Scientists	1997
24500	075	510	9.75	Physical & Life Science Technicians & Technologists	1997
24502	075	480	9.78	Biological/Agricultural/Food Technicians & Technologists	1997
24505	075	30	9.39	Chemical Technicians & Technologists, Except Health	1997
25100	075	170	17.11	Computer Scientists & Related	1997
25102	075	70	19.59	Systems Analysts	1997
25104	075	50	12.11	Computer Support Specialists	1997
25105	075	40	18.91	Computer Programmers	1997
31321	075	30	7.43	Instructors & Coaches, Sports & Physical Training	1997
32000	075	830	13.02	Health Practitioners, Technicians & Technologists	1997
32114	075	170	27.24	Veterinarians & Veterinary Inspectors	1997
32905	075	30	7.21	Medical & Clinical Laboratory Technicians	1997
32951	075	590	9.24	Vet Tech&tech	1997
32999	075	30	14.97	Other Health Professionals, Paraprofessionals/Technicians	1997
39999	075	200	9.8	Other Professional, Paraprofessional/Technicians	1997
40000	075	520	12.76	Sales & Related Occupations	1997
41002	075	60	15.47	First Line Supervisors, Sales & Related	1997
43000	075	40	9.62	Sales Workers, Services	1997
43017	075	40	9.62	Sales Agents, Business Services	1997
49005	075	60	18.04	Salespersons, Scientific Products & Services	1997
49008	075	140	15.17	Salespersons, Except Scientific & Retail	1997
49011	075	70	7.96	Salespersons, Retail	1997
49023	075	40	7.37	Cashiers	1997
49999	075	110	11.7	All Other Sales & Related	1997
50000	075	5890	9.33	Clerical & Administrative Support	1997
51002	075	670	13.49	First Line Supervisors, Clerical & Administrative	1997
55108	075	640	9.71	Secretaries, Except Legal & Medical	1997
55305	075	1100	7.9	Receptionists & Information Clerks	1997
55307	075	70	10.06	Typists, Including Word Processing	1997
55321	075	30	7.91	File Clerks	1997
55323	075	40	9.52	Order Clerks, Materials, Merchandise & Service	1997
55338	075	760	10.17	Bookkeeping, Accounting & Auditing Clerks	1997
55347	075	1090	8.67	General Office Clerks	1997
56000	075	270	9.23	Office Machine Operators, Data Processors	1997
56017	075	260	9.21	Data Entry Keyers, Except Composing	1997
57102	075	100	7.31	Switchboard Operators	1997
58000	075	1070	8.29	Material Recording/Scheduling/Dispatching/Distributing	1997
58017	075	930	8.27	Weighers, Measurers, Checkers & Samplers, Recordkeeping	1997
58028	075	140	8.43	Traffic, Shipping, & Receiving Clerks	1997
59999	075	40	8.3	All Other Clerical & Administrative Support	1997
60000	075	1150	7.73	Service Occupations	1997
61099	075	40	11.24	Other Service Supervisors	1997
63047	075	250	8.27	Guards & Watch Guards	1997
63099	075	40	8.72	Other Protective Service	1997
65000	075	190	7.88	Food, Beverage Preparation & Service Workers	1997
65023	075	70	8.64	Butchers & Meat Cutters	1997
65099	075	120	7.43	Other Food Service Workers	1997
67005	075	460	6.52	Janitors & Cleaners	1997
67099	075	60	9.56	Other Cleaning & Building Service Workers	1997
69999	075	50	9.85	All Other Service Workers	1997
70000	075	34540	8.27	Agricultural, Forestry, Fishing & Related	1997
72002	075	1240	13.04	First Line Supervisors, Agricultural/Forestry/Fishing	1997
79015	075	1430	13.74	Animal Breeders	1997
79016	075	2490	10.37	Animal Trainers	1997
79017	075	22060	7.58	Animal Caretakers	1997
79041	075	360	7.66	Laborers, Landscaping & Groundskeeping	1997
79806	075	410	8.86	Vet Assistants	1997
79856	075	140	7.78	Farmworkers, Food & Fiber Crops	1997
79858	075	5440	7.67	Farmworkers, Farm & Ranch Animals	1997
79999	075	970	7.88	All Other Agricultural, Forestry & Fishing Workers	1997
80000	075	3820	8.33	Product/Construct/Operate Maintenance/Material Handling	1997
81000	075	60	11.41	First Line Supervisors-Product/Construct/Maintenance/Related	1997
81008	075	30	11.43	First Line Supervisors, Production & Operating	1997
81099	075	30	11.4	Other First Line Supervisors, Product/Construct/Maintain	1997
85000	075	630	9.16	Mechanics, Installers & Repairers	1997
85132	075	600	9.12	Maintenance Repairers, General Utility	1997
87000	075	70	7.66	Construction Trade Workers, Except Material Moving	1997
87817	075	40	7.44	Fence Erectors	1997
89800	075	1020	7.46	Precision Food Workers	1997
89802	075	1010	7.47	Slaughterers & Butchers	1997
89900	075	40	8.87	Precision Workers, n.e.c.	1997
92900	075	310	7.22	Other Machine Setters, Operators & Tenders	1997
92974	075	170	6.96	Packaging & Filling Machine Operators	1997
92997	075	30	9.54	Other Machine Setters & Set-Up Operators	1997
92998	075	110	7.08	Other Machine Operators & Tenders	1997
93900	075	720	7.19	Other Hand Workers, n.e.c.	1997
93938	075	580	7.42	Meat, Poultry & Fish Cutters & Trimmers, Hand	1997
93999	075	140	6.21	Other Hand Workers, n.e.c.	1997
97100	075	430	9.75	Motor Vehicle Operators	1997
97102	075	130	10.63	Truck Drivers, Heavy or Tractor Trailer	1997
97105	075	300	9.37	Truck Drivers-Light, Include Delivery/Route Workers	1997
97899	075	60	31.32	All Other Transportation & Related Workers	1997
97900	075	50	9.39	Material Moving Equipment Operators	1997
97947	075	50	9.39	Industrial Truck & Tractor Operators	1997
98000	075	430	6.93	Helpers, Laborers & Material Movers, Hand	1997
98902	075	200	6.73	Hand Packers & Packagers	1997
98999	075	220	7.09	Other Helpers, Laborers & Material Movers, Hand	1997
00000	076	159000	6.48	Industry Total	1997
10000	076	1330	27.69	Managerial & Administrative	1997
13002	076	90	21.58	Financial Managers	1997
13005	076	120	21.4	Personnel, Training & Labor Relations Managers	1997
13011	076	80	34.15	Marketing/Advertising/Public Relations Managers	1997
13014	076	30	21.15	Administrative Managers	1997
13099	076	30	40.73	Other Administrative Managers	1997
19005	076	940	28.83	General Managers & Top Executives	1997
20000	076	510	18.24	Professional/Paraprofessional & Technical Occupations	1997
21100	076	250	19.78	Accountants, Auditors & Other Financial Specialists	1997
21114	076	220	19.74	Accountants & Auditors	1997
21199	076	30	20.18	Other Financial Specialists	1997
21511	076	80	16.05	Personnel, Training & Labor Relations Specialists	1997
24300	076	40	13.07	Life Scientists	1997
24305	076	40	13.07	Agricultural & Food Scientists	1997
25100	076	60	24.81	Computer Scientists & Related	1997
31323	076	40	12.98	Farm/Home Management Advisors	1997
40000	076	190	21.41	Sales & Related Occupations	1997
41002	076	40	25.76	First Line Supervisors, Sales & Related	1997
49008	076	120	21.45	Salespersons, Except Scientific & Retail	1997
50000	076	2580	10.05	Clerical & Administrative Support	1997
51002	076	390	14.84	First Line Supervisors, Clerical & Administrative	1997
55108	076	540	9.21	Secretaries, Except Legal & Medical	1997
55305	076	130	8.82	Receptionists & Information Clerks	1997
55307	076	30	9.66	Typists, Including Word Processing	1997
55323	076	40	9.34	Order Clerks, Materials, Merchandise & Service	1997
55338	076	470	10.2	Bookkeeping, Accounting & Auditing Clerks	1997
55341	076	70	9.8	Payroll & Timekeeping Clerks	1997
55347	076	610	8.79	General Office Clerks	1997
56000	076	70	8.57	Office Machine Operators, Data Processors	1997
56017	076	60	7.38	Data Entry Keyers, Except Composing	1997
58000	076	200	8.26	Material Recording/Scheduling/Dispatching/Distributing	1997
58028	076	190	8.31	Traffic, Shipping, & Receiving Clerks	1997
60000	076	160	7.15	Service Occupations	1997
63047	076	40	7.22	Guards & Watch Guards	1997
67005	076	110	7.0	Janitors & Cleaners	1997
70000	076	144550	6.06	Agricultural, Forestry, Fishing & Related	1997
72002	076	3130	12.05	First Line Supervisors, Agricultural/Forestry/Fishing	1997
79011	076	3620	5.83	Graders & Sorters, Agricultural Products	1997
79021	076	3620	7.75	Farm Equipment Operators	1997
79041	076	320	6.86	Laborers, Landscaping & Groundskeeping	1997
79856	076	131440	5.87	Farmworkers, Food & Fiber Crops	1997
79858	076	210	7.14	Farmworkers, Farm & Ranch Animals	1997
79999	076	2210	6.28	All Other Agricultural, Forestry & Fishing Workers	1997
80000	076	9680	8.0	Product/Construct/Operate Maintenance/Material Handling	1997
81000	076	380	12.35	First Line Supervisors-Product/Construct/Maintenance/Related	1997
81008	076	350	12.43	First Line Supervisors, Production & Operating	1997
85000	076	1090	10.86	Mechanics, Installers & Repairers	1997
85110	076	180	10.11	Machinery Maintenance Mechanics	1997
85302	076	290	10.31	Automotive Mechanics	1997
85321	076	570	11.43	Farm Equipment Mechanics	1997
92900	076	120	7.35	Other Machine Setters, Operators & Tenders	1997
92998	076	120	7.35	Other Machine Operators & Tenders	1997
93900	076	320	9.49	Other Hand Workers, n.e.c.	1997
97100	076	1460	10.98	Motor Vehicle Operators	1997
97102	076	1340	11.2	Truck Drivers, Heavy or Tractor Trailer	1997
97105	076	120	8.62	Truck Drivers-Light, Include Delivery/Route Workers	1997
97900	076	390	8.04	Material Moving Equipment Operators	1997
97947	076	360	8.1	Industrial Truck & Tractor Operators	1997
97989	076	30	7.39	Other Material Moving Equipment Operators	1997
98000	076	5890	6.38	Helpers, Laborers & Material Movers, Hand	1997
98799	076	40	5.89	Other Freight, Stock & Material Movers, Hand	1997
98902	076	5140	6.4	Hand Packers & Packagers	1997
98999	076	710	6.25	Other Helpers, Laborers & Material Movers, Hand	1997
00000	078	460190	9.98	Industry Total	1997
10000	078	42380	17.05	Managerial & Administrative	1997
13002	078	260	18.54	Financial Managers	1997
13005	078	50	18.51	Personnel, Training & Labor Relations Managers	1997
13008	078	30	14.91	Purchasing Managers	1997
13011	078	1660	16.35	Marketing/Advertising/Public Relations Managers	1997
13014	078	300	17.0	Administrative Managers	1997
15017	078	300	18.45	Construction Managers	1997
15023	078	130	14.08	Communications/Transportation & Utilities Managers	1997
15031	078	2850	13.62	Nursery & Greenhouse Mgr	1997
15032	078	17360	12.86	Lawn Service Mgr	1997
19005	078	19060	21.41	General Managers & Top Executives	1997
19999	078	360	17.67	All Other Managers & Administrators	1997
20000	078	11000	16.76	Professional/Paraprofessional & Technical Occupations	1997
21100	078	160	17.11	Accountants, Auditors & Other Financial Specialists	1997
21114	078	140	15.92	Accountants & Auditors	1997
21308	078	30	16.39	Purchasing Agents	1997
21902	078	290	16.08	Cost Estimators	1997
21999	078	100	16.68	All Other Management Support	1997
22100	078	70	23.17	Engineers	1997
22199	078	60	23.33	All Other Engineers	1997
22308	078	7310	18.27	Landscape Architects	1997
22311	078	60	15.48	Surveying & Mapping Scientists	1997
22500	078	1840	12.73	Engineering & Related Technicians & Technologists	1997
22514	078	1770	12.67	Drafters	1997
22521	078	30	12.47	Surveying & Mapping Technicians & Technologists	1997
22599	078	40	15.48	Other Engineering & Related Technicians & Technologists	1997
24100	078	50	15.38	Physical Scientists	1997
24300	078	100	13.38	Life Scientists	1997
24302	078	30	14.96	Foresters & Conservation Scientists	1997
24305	078	30	13.86	Agricultural & Food Scientists	1997
24399	078	40	11.53	All Other Life Scientists	1997
24500	078	350	11.61	Physical & Life Science Technicians & Technologists	1997
24502	078	350	11.61	Biological/Agricultural/Food Technicians & Technologists	1997
25100	078	110	16.75	Computer Scientists & Related	1997
25104	078	40	17.32	Computer Support Specialists	1997
25105	078	30	18.53	Computer Programmers	1997
34035	078	40	21.18	Artists & Related Workers	1997
34038	078	310	11.65	Designers, Except Interior	1997
39999	078	160	16.49	Other Professional, Paraprofessional/Technicians	1997
40000	078	15890	12.48	Sales & Related Occupations	1997
41002	078	6460	14.03	First Line Supervisors, Sales & Related	1997
43000	078	4850	13.54	Sales Workers, Services	1997
43017	078	4850	13.54	Sales Agents, Business Services	1997
49005	078	160	12.22	Salespersons, Scientific Products & Services	1997
49008	078	520	13.2	Salespersons, Except Scientific & Retail	1997
49011	078	1450	9.05	Salespersons, Retail	1997
49023	078	240	6.25	Cashiers	1997
49026	078	2020	8.17	News, Street Vendors & Phone Solicitors	1997
49999	078	190	10.43	All Other Sales & Related	1997
50000	078	28030	9.72	Clerical & Administrative Support	1997
51002	078	880	13.03	First Line Supervisors, Clerical & Administrative	1997
55108	078	8740	9.48	Secretaries, Except Legal & Medical	1997
55305	078	360	8.42	Receptionists & Information Clerks	1997
55321	078	30	6.12	File Clerks	1997
55323	078	30	8.72	Order Clerks, Materials, Merchandise & Service	1997
55338	078	8630	10.77	Bookkeeping, Accounting & Auditing Clerks	1997
55341	078	90	10.36	Payroll & Timekeeping Clerks	1997
55344	078	80	10.89	Billing, Cost & Rate Clerks	1997
55347	078	8760	8.69	General Office Clerks	1997
56000	078	40	8.63	Office Machine Operators, Data Processors	1997
57311	078	40	6.57	Messengers	1997
58000	078	170	8.49	Material Recording/Scheduling/Dispatching/Distributing	1997
58008	078	30	8.09	Production, Planning & Expediting Clerks	1997
58023	078	60	7.66	Stock Clerks, Stockroom, Warehouse or Storage Yard	1997
58099	078	60	9.21	Other Material Recording, Scheduling & Distributing	1997
59999	078	120	9.61	All Other Clerical & Administrative Support	1997
60000	078	1680	7.68	Service Occupations	1997
61099	078	140	8.79	Other Service Supervisors	1997
63047	078	60	8.75	Guards & Watch Guards	1997
65000	078	50	5.28	Food, Beverage Preparation & Service Workers	1997
67005	078	1130	7.79	Janitors & Cleaners	1997
67099	078	90	7.48	Other Cleaning & Building Service Workers	1997
68099	078	30	5.88	Other Personal Service	1997
69999	078	160	6.61	All Other Service Workers	1997
70000	078	337000	8.71	Agricultural, Forestry, Fishing & Related	1997
72002	078	19660	13.14	First Line Supervisors, Agricultural/Forestry/Fishing	1997
73099	078	300	11.15	Other Timber Cutting & Related Logging Workers	1997
79002	078	90	14.55	Forest/Conservation Workers	1997
79021	078	260	8.78	Farm Equipment Operators	1997
79033	078	23650	10.89	Pruners	1997
79036	078	16410	10.57	Sprayers/Applicators	1997
79041	078	274150	8.09	Laborers, Landscaping & Groundskeeping	1997
79856	078	1310	7.43	Farmworkers, Food & Fiber Crops	1997
79858	078	70	6.36	Farmworkers, Farm & Ranch Animals	1997
79999	078	1100	9.27	All Other Agricultural, Forestry & Fishing Workers	1997
80000	078	24210	10.98	Product/Construct/Operate Maintenance/Material Handling	1997
81000	078	1540	13.03	First Line Supervisors-Product/Construct/Maintenance/Related	1997
81002	078	110	15.42	First Line Supervisors, Mechanics/Installers/Repairers	1997
81005	078	250	13.6	First Line Supervisors, Trades & Extractive	1997
81008	078	70	14.72	First Line Supervisors, Production & Operating	1997
81011	078	150	10.48	First Line Supervisors, Transport/Moving Machines	1997
81017	078	650	13.15	First Line Supervisors, Helpers/Laborers/Movers-Hand	1997
81099	078	310	12.34	Other First Line Supervisors, Product/Construct/Maintain	1997
83000	078	140	8.11	Inspectors & Related	1997
85000	078	5410	11.68	Mechanics, Installers & Repairers	1997
85110	078	80	10.85	Machinery Maintenance Mechanics	1997
