occ_code	naics	own	tot_emp	h_mean	occ_title	year
00-0000	1130		47100	23.53	All Occupations	2021
00-0000	1133		47100	23.53	All Occupations	2021
00-0000	1150		367100	17.16	All Occupations	2021
00-0000	1151		335550	16.96	All Occupations	2021
00-0000	1152		31540	19.38	All Occupations	2021
00-0000	2110		106440	49.13	All Occupations	2021
00-0000	2111		106440	49.13	All Occupations	2021
00-0000	2120		173070	29.38	All Occupations	2021
00-0000	2121		36740	34.78	All Occupations	2021
00-0000	2122		40840	32.61	All Occupations	2021
00-0000	2123		95490	25.93	All Occupations	2021
00-0000	2130		212200	31.09	All Occupations	2021
00-0000	2131		212200	31.09	All Occupations	2021
00-0000	2210		539510	42.82	All Occupations	2021
00-0000	2211		376310	44.52	All Occupations	2021
00-0000	2212		109780	44.16	All Occupations	2021
00-0000	2213		53420	28.09	All Occupations	2021
00-0000	2360		1619240	31.69	All Occupations	2021
00-0000	2361		840750	28.37	All Occupations	2021
00-0000	2362		778490	35.27	All Occupations	2021
00-0000	2370		1048520	30.92	All Occupations	2021
00-0000	2371		539560	30.75	All Occupations	2021
00-0000	2372		33190	36.93	All Occupations	2021
00-0000	2373		355470	30.81	All Occupations	2021
00-0000	2379		120300	30.36	All Occupations	2021
00-0000	2380		4701140	28.17	All Occupations	2021
00-0000	2381		933390	26.89	All Occupations	2021
00-0000	2382		2244150	30.0	All Occupations	2021
00-0000	2383		809170	26.07	All Occupations	2021
00-0000	2389		714430	26.49	All Occupations	2021
00-0000	3110		1609320	20.74	All Occupations	2021
00-0000	3111		67260	23.27	All Occupations	2021
00-0000	3112		62980	27.7	All Occupations	2021
00-0000	3113		74960	20.65	All Occupations	2021
00-0000	3114		170980	21.68	All Occupations	2021
00-0000	3115		153200	23.69	All Occupations	2021
00-0000	3116		520450	18.47	All Occupations	2021
00-0000	3117		29970	20.12	All Occupations	2021
00-0000	3118		295160	18.67	All Occupations	2021
00-0000	3119		234370	23.28	All Occupations	2021
00-0000	3120		291330	23.94	All Occupations	2021
00-0000	3121		280580	23.66	All Occupations	2021
00-0000	3122		10750	31.15	All Occupations	2021
00-0000	3130		93640	20.96	All Occupations	2021
00-0000	3131		23810	17.93	All Occupations	2021
00-0000	3132		45680	21.9	All Occupations	2021
00-0000	3133		24150	22.16	All Occupations	2021
00-0000	3140		101450	19.59	All Occupations	2021
00-0000	3141		42870	20.14	All Occupations	2021
00-0000	3149		58580	19.19	All Occupations	2021
00-0000	3150		88830	21.11	All Occupations	2021
00-0000	3151		7840	16.71	All Occupations	2021
00-0000	3152		70740	21.91	All Occupations	2021
00-0000	3159		10250	18.94	All Occupations	2021
00-0000	3160		24850	19.78	All Occupations	2021
00-0000	3161		3080	20.46	All Occupations	2021
00-0000	3162		10880	19.76	All Occupations	2021
00-0000	3169		10890	19.61	All Occupations	2021
00-0000	3210		402790	20.58	All Occupations	2021
00-0000	3211		87920	20.66	All Occupations	2021
00-0000	3212		80980	21.56	All Occupations	2021
00-0000	3219		233890	20.21	All Occupations	2021
00-0000	3220		348500	27.04	All Occupations	2021
00-0000	3221		87450	31.64	All Occupations	2021
00-0000	3222		261050	25.5	All Occupations	2021
00-0000	3230		368060	23.52	All Occupations	2021
