occ_code	sic	tot_emp	h_mean	occ_title	year
11-3051	072	360	25.07	Industrial Production Managers	2000
11-3071	072	180	24.58	Transportation, Storage, and Distribution Managers	2000
11-9011	072	1030	20.35	Farm, Ranch, and Other Agricultural Managers	2000
13-0000	072	390	24.78	Business and Financial Operations Occupations	2000
13-2011	072	220	23.16	Accountants and Auditors	2000
15-0000	072	180	26.84	Computer and Mathematical Occupations	2000
15-1061	072	130	27.04	Database Administrators	2000
17-0000	072	210	18.56	Architecture and Engineering Occupations	2000
17-2021	072	60	33.78	Agricultural Engineers	2000
17-2141	072	40	20.99	Mechanical Engineers	2000
19-0000	072	670	16.99	Life, Physical, and Social Science Occupations	2000
19-1010	072	200	26.43	Agricultural and Food Scientists	2000
19-4011	072	300	13.56	Agricultural and Food Science Technicians	2000
33-0000	072	250	8.7	Protective Service Occupations	2000
33-9032	072	240	8.59	Security Guards	2000
37-0000	072	2940	10.59	Building and Grounds Cleaning and Maintenance Occupations	2000
37-2011	072	650	7.85	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	2000
37-3011	072	320	8.93	Landscaping and Groundskeeping Workers	2000
37-3012	072	1530	11.11	Pesticide Handlers, Sprayers, and Applicators, Vegetation	2000
37-3013	072	60	10.57	Tree Trimmers and Pruners	2000
41-0000	072	1260	20.11	Sales and Related Occupations	2000
41-1012	072	50	33.47	First-Line Supervisors/Managers of Non-Retail Sales Workers	2000
41-2011	072	40	7.37	Cashiers	2000
41-4012	072	870	21.86	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	2000
43-0000	072	8810	10.89	Office and Administrative Support Occupations	2000
43-1011	072	690	17.17	First-Line Supervisors/Managers of Office and Administrative Support Workers	2000
43-2011	072	40	10.33	Switchboard Operators, Including Answering Service	2000
43-3031	072	1780	11.56	Bookkeeping, Accounting, and Auditing Clerks	2000
43-3051	072	340	12.39	Payroll and Timekeeping Clerks	2000
43-3061	072	40	12.04	Procurement Clerks	2000
43-4051	072	60	17.88	Customer Service Representatives	2000
43-4071	072	110	7.98	File Clerks	2000
43-4151	072	170	12.52	Order Clerks	2000
43-4161	072	70	11.26	Human Resources Assistants, Except Payroll and Timekeeping	2000
43-4171	072	290	8.75	Receptionists and Information Clerks	2000
43-5061	072	30	14.51	Production, Planning, and Expediting Clerks	2000
43-5071	072	1300	9.55	Shipping, Receiving, and Traffic Clerks	2000
43-5081	072	60	9.06	Stock Clerks and Order Fillers	2000
43-5111	072	460	7.55	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	2000
43-6011	072	290	15.04	Executive Secretaries and Administrative Assistants	2000
43-6014	072	1190	9.74	Secretaries, Except Legal, Medical, and Executive	2000
43-9011	072	140	12.2	Computer Operators	2000
43-9021	072	150	8.47	Data Entry Keyers	2000
43-9061	072	1430	9.22	Office Clerks, General	2000
45-0000	072	66910	7.75	Farming, Fishing, and Forestry Occupations	2000
45-1011	072	3780	15.82	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	2000
45-2041	072	17620	6.73	Graders and Sorters, Agricultural Products	2000
45-2091	072	11940	7.52	Agricultural Equipment Operators	2000
45-2092	072	29590	7.22	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	2000
45-2093	072	890	6.83	Farmworkers, Farm and Ranch Animals	2000
45-4011	072	960	9.0	Forest and Conservation Workers	2000
49-0000	072	3900	11.34	Installation, Maintenance, and Repair Occupations	2000
49-1011	072	80	22.56	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	2000
49-3011	072	90	15.05	Aircraft Mechanics and Service Technicians	2000
49-3031	072	290	12.4	Bus and Truck Mechanics and Diesel Engine Specialists	2000
49-3041	072	690	10.96	Farm Equipment Mechanics	2000
49-3042	072	210	15.7	Mobile Heavy Equipment Mechanics, Except Engines	2000
49-9042	072	1510	12.26	Maintenance and Repair Workers, General	2000
49-9043	072	500	8.81	Maintenance Workers, Machinery	2000
51-0000	072	10880	8.41	Production Occupations	2000
51-1011	072	860	16.61	First-Line Supervisors/Managers of Production and Operating Workers	2000
51-3091	072	250	9.12	Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders	2000
51-9023	072	210	9.44	Mixing and Blending Machine Setters, Operators, and Tenders	2000
51-9051	072	30	7.21	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	2000
51-9061	072	600	8.0	Inspectors, Testers, Sorters, Samplers, and Weighers	2000
51-9111	072	3600	7.23	Packaging and Filling Machine Operators and Tenders	2000
51-9192	072	150	8.14	Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders	2000
51-9193	072	130	14.66	Cooling and Freezing Equipment Operators and Tenders	2000
51-9198	072	1210	7.67	Helpers--Production Workers	2000
53-0000	072	25290	8.95	Transportation and Material Moving Occupations	2000
53-1021	072	510	15.0	First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand	2000
53-1031	072	170	17.11	First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators	2000
53-3032	072	2570	10.43	Truck Drivers, Heavy and Tractor-Trailer	2000
53-3033	072	530	8.37	Truck Drivers, Light Or Delivery Services	2000
53-7011	072	720	7.48	Conveyor Operators and Tenders	2000
53-7051	072	3450	9.66	Industrial Truck and Tractor Operators	2000
53-7062	072	5670	7.51	Laborers and Freight, Stock, and Material Movers, Hand	2000
53-7063	072	1110	7.22	Machine Feeders and Offbearers	2000
53-7064	072	8570	7.03	Packers and Packagers, Hand	2000
53-7072	072	40	6.94	Pump Operators, Except Wellhead Pumpers	2000
00-0000	074	222060	13.75	Industry Total	2000
11-0000	074	4440	25.03	Management Occupations	2000
11-1011	074	840	39.54	Chief Executives	2000
11-1021	074	2200	23.06	General and Operations Managers	2000
11-3011	074	60	33.26	Administrative Services Managers	2000
11-3040	074	230	16.19	Human Resources Managers	2000
11-9111	074	650	23.08	Medical and Health Services Managers	2000
13-0000	074	410	17.95	Business and Financial Operations Occupations	2000
13-1071	074	50	15.78	Employment, Recruitment, and Placement Specialists	2000
13-2011	074	230	19.46	Accountants and Auditors	2000
15-0000	074	90	16.54	Computer and Mathematical Occupations	2000
15-1061	074	30	18.37	Database Administrators	2000
29-0000	074	86570	20.58	Healthcare Practitioners and Technical Occupations	2000
29-1131	074	37610	33.28	Veterinarians	2000
29-2012	074	1520	10.9	Medical and Clinical Laboratory Technicians	2000
29-2056	074	46170	10.72	Veterinary Technologists and Technicians	2000
31-0000	074	48680	8.19	Healthcare Support Occupations	2000
31-9096	074	48100	8.18	Veterinary Assistants and Laboratory Animal Caretakers	2000
37-0000	074	2750	7.96	Building and Grounds Cleaning and Maintenance Occupations	2000
37-1011	074	100	11.74	First-Line Supervisors/Managers of Housekeeping and Janitorial Workers	2000
37-2011	074	2020	7.71	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	2000
37-2012	074	280	7.26	Maids and Housekeeping Cleaners	2000
37-3011	074	220	8.82	Landscaping and Groundskeeping Workers	2000
39-0000	074	22230	7.6	Personal Care and Service Occupations	2000
39-1021	074	100	12.0	First-Line Supervisors/Managers of Personal Service Workers	2000
39-2021	074	21950	7.58	Nonfarm Animal Caretakers	2000
41-2011	074	70	8.91	Cashiers	2000
43-0000	074	55840	9.9	Office and Administrative Support Occupations	2000
43-1011	074	4810	13.9	First-Line Supervisors/Managers of Office and Administrative Support Workers	2000
43-2011	074	30	8.79	Switchboard Operators, Including Answering Service	2000
43-3011	074	370	10.6	Bill and Account Collectors	2000
43-3021	074	50	12.51	Billing and Posting Clerks and Machine Operators	2000
43-3031	074	3840	11.31	Bookkeeping, Accounting, and Auditing Clerks	2000
43-3051	074	130	11.91	Payroll and Timekeeping Clerks	2000
43-3061	074	140	12.23	Procurement Clerks	2000
43-4051	074	250	9.63	Customer Service Representatives	2000
43-4171	074	32690	9.16	Receptionists and Information Clerks	2000
43-6011	074	870	16.68	Executive Secretaries and Administrative Assistants	2000
43-6013	074	3840	9.5	Medical Secretaries	2000
43-6014	074	3170	9.71	Secretaries, Except Legal, Medical, and Executive	2000
43-9021	074	80	8.85	Data Entry Keyers	2000
43-9022	074	30	11.52	Word Processors and Typists	2000
43-9061	074	5320	8.99	Office Clerks, General	2000
45-0000	074	170	10.45	Farming, Fishing, and Forestry Occupations	2000
45-1011	074	30	10.81	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	2000
45-2093	074	140	10.34	Farmworkers, Farm and Ranch Animals	2000
49-0000	074	400	12.23	Installation, Maintenance, and Repair Occupations	2000
49-9042	074	370	12.1	Maintenance and Repair Workers, General	2000
53-0000	074	90	10.96	Transportation and Material Moving Occupations	2000
53-7062	074	40	8.13	Laborers and Freight, Stock, and Material Movers, Hand	2000
00-0000	075	58510	10.21	Industry Total	2000
11-0000	075	2460	21.69	Management Occupations	2000
11-1011	075	220	28.3	Chief Executives	2000
11-1021	075	1260	21.82	General and Operations Managers	2000
11-2011	075	80	19.77	Advertising and Promotions Managers	2000
11-2022	075	70	23.0	Sales Managers	2000
11-2031	075	50	17.99	Public Relations Managers	2000
11-3031	075	80	28.11	Financial Managers	2000
11-9011	075	420	19.48	Farm, Ranch, and Other Agricultural Managers	2000
13-0000	075	160	25.96	Business and Financial Operations Occupations	2000
13-2011	075	80	22.26	Accountants and Auditors	2000
15-0000	075	140	20.02	Computer and Mathematical Occupations	2000
15-1061	075	80	22.44	Database Administrators	2000
19-0000	075	1440	12.73	Life, Physical, and Social Science Occupations	2000
19-1010	075	110	14.29	Agricultural and Food Scientists	2000
19-4011	075	1270	12.5	Agricultural and Food Science Technicians	2000
19-4021	075	30	10.92	Biological Technicians	2000
25-0000	075	110	12.98	Education, Training, and Library Occupations	2000
25-3021	075	30	10.82	Self-Enrichment Education Teachers	2000
27-0000	075	180	15.14	Arts, Design, Entertainment, Sports, and Media Occupations	2000
27-3031	075	90	18.27	Public Relations Specialists	2000
29-0000	075	640	15.74	Healthcare Practitioners and Technical Occupations	2000
29-1131	075	140	27.45	Veterinarians	2000
29-2056	075	360	11.3	Veterinary Technologists and Technicians	2000
31-0000	075	750	9.05	Healthcare Support Occupations	2000
31-9096	075	690	9.19	Veterinary Assistants and Laboratory Animal Caretakers	2000
33-0000	075	220	10.87	Protective Service Occupations	2000
33-9011	075	80	10.36	Animal Control Workers	2000
33-9032	075	120	9.13	Security Guards	2000
35-0000	075	40	9.77	Food Preparation and Serving Related Occupations	2000
37-0000	075	880	9.0	Building and Grounds Cleaning and Maintenance Occupations	2000
37-2011	075	320	7.89	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	2000
37-2012	075	50	9.18	Maids and Housekeeping Cleaners	2000
37-3011	075	320	9.38	Landscaping and Groundskeeping Workers	2000
39-0000	075	30330	9.29	Personal Care and Service Occupations	2000
39-1021	075	1120	13.75	First-Line Supervisors/Managers of Personal Service Workers	2000
39-2011	075	3530	13.83	Animal Trainers	2000
39-2021	075	25310	8.45	Nonfarm Animal Caretakers	2000
41-0000	075	1120	13.16	Sales and Related Occupations	2000
41-1011	075	70	11.74	First-Line Supervisors/Managers of Retail Sales Workers	2000
41-1012	075	50	18.09	First-Line Supervisors/Managers of Non-Retail Sales Workers	2000
41-2011	075	90	6.63	Cashiers	2000
41-2021	075	50	7.23	Counter and Rental Clerks	2000
41-2031	075	300	7.86	Retail Salespersons	2000
41-4012	075	180	20.69	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	2000
43-0000	075	4890	10.24	Office and Administrative Support Occupations	2000
43-1011	075	260	14.77	First-Line Supervisors/Managers of Office and Administrative Support Workers	2000
43-2011	075	50	10.01	Switchboard Operators, Including Answering Service	2000
43-3031	075	440	12.27	Bookkeeping, Accounting, and Auditing Clerks	2000
43-3051	075	60	10.88	Payroll and Timekeeping Clerks	2000
43-4051	075	160	10.99	Customer Service Representatives	2000
43-4071	075	30	10.33	File Clerks	2000
43-4151	075	30	10.44	Order Clerks	2000
43-4171	075	1110	8.58	Receptionists and Information Clerks	2000
43-5071	075	40	11.07	Shipping, Receiving, and Traffic Clerks	2000
43-5111	075	350	10.15	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	2000
43-6011	075	300	12.69	Executive Secretaries and Administrative Assistants	2000
43-6014	075	670	10.35	Secretaries, Except Legal, Medical, and Executive	2000
43-9011	075	50	10.5	Computer Operators	2000
43-9021	075	110	10.69	Data Entry Keyers	2000
43-9051	075	30	9.25	Mail Clerks and Mail Machine Operators, Except Postal Service	2000
43-9061	075	1010	8.95	Office Clerks, General	2000
45-0000	075	10910	9.27	Farming, Fishing, and Forestry Occupations	2000
45-1011	075	800	14.29	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	2000
45-1012	075	50	8.71	Farm Labor Contractors	2000
45-2011	075	100	13.07	Agricultural Inspectors	2000
45-2021	075	1040	12.07	Animal Breeders	2000
45-2092	075	590	7.88	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	2000
45-2093	075	7630	8.43	Farmworkers, Farm and Ranch Animals	2000
49-0000	075	720	10.58	Installation, Maintenance, and Repair Occupations	2000
49-3041	075	50	12.2	Farm Equipment Mechanics	2000
49-9042	075	560	10.21	Maintenance and Repair Workers, General	2000
51-0000	075	2400	8.72	Production Occupations	2000
51-1011	075	60	15.87	First-Line Supervisors/Managers of Production and Operating Workers	2000
51-3021	075	710	9.17	Butchers and Meat Cutters	2000
51-3022	075	460	8.18	Meat, Poultry, and Fish Cutters and Trimmers	2000
51-3023	075	590	7.92	Slaughterers and Meat Packers	2000
51-9061	075	70	11.57	Inspectors, Testers, Sorters, Samplers, and Weighers	2000
51-9111	075	40	7.72	Packaging and Filling Machine Operators and Tenders	2000
53-0000	075	1050	9.31	Transportation and Material Moving Occupations	2000
53-3032	075	200	11.56	Truck Drivers, Heavy and Tractor-Trailer	2000
53-3033	075	140	10.4	Truck Drivers, Light Or Delivery Services	2000
53-7051	075	40	11.73	Industrial Truck and Tractor Operators	2000
53-7062	075	270	8.46	Laborers and Freight, Stock, and Material Movers, Hand	2000
53-7064	075	320	7.02	Packers and Packagers, Hand	2000
00-0000	076	170600	7.34	Industry Total	2000
11-0000	076	1200	29.16	Management Occupations	2000
11-1011	076	100	44.48	Chief Executives	2000
11-1021	076	430	33.29	General and Operations Managers	2000
11-3031	076	50	31.54	Financial Managers	2000
11-9011	076	470	22.91	Farm, Ranch, and Other Agricultural Managers	2000
13-0000	076	230	26.2	Business and Financial Operations Occupations	2000
13-1111	076	30	35.84	Management Analysts	2000
13-2011	076	80	23.23	Accountants and Auditors	2000
15-0000	076	30	18.01	Computer and Mathematical Occupations	2000
19-0000	076	50	18.15	Life, Physical, and Social Science Occupations	2000
19-1010	076	40	18.79	Agricultural and Food Scientists	2000
25-0000	076	30	13.93	Education, Training, and Library Occupations	2000
25-9021	076	30	13.45	Farm and Home Management Advisors	2000
37-0000	076	860	7.11	Building and Grounds Cleaning and Maintenance Occupations	2000
37-2011	076	70	6.77	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	2000
41-0000	076	150	14.71	Sales and Related Occupations	2000
41-4012	076	110	16.32	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	2000
43-0000	076	2160	11.05	Office and Administrative Support Occupations	2000
43-1011	076	160	19.82	First-Line Supervisors/Managers of Office and Administrative Support Workers	2000
43-3031	076	470	11.58	Bookkeeping, Accounting, and Auditing Clerks	2000
43-3051	076	350	9.65	Payroll and Timekeeping Clerks	2000
43-4071	076	70	8.0	File Clerks	2000
43-4161	076	50	9.37	Human Resources Assistants, Except Payroll and Timekeeping	2000
43-4171	076	60	8.93	Receptionists and Information Clerks	2000
43-5071	076	30	8.71	Shipping, Receiving, and Traffic Clerks	2000
43-6011	076	130	17.0	Executive Secretaries and Administrative Assistants	2000
43-6014	076	300	10.17	Secretaries, Except Legal, Medical, and Executive	2000
43-9061	076	410	8.89	Office Clerks, General	2000
45-0000	076	160440	7.09	Farming, Fishing, and Forestry Occupations	2000
45-1011	076	3580	12.98	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	2000
45-1012	076	6000	8.84	Farm Labor Contractors	2000
45-2041	076	1260	6.61	Graders and Sorters, Agricultural Products	2000
45-2091	076	3300	7.72	Agricultural Equipment Operators	2000
45-2092	076	143070	6.86	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	2000
45-2093	076	3100	6.67	Farmworkers, Farm and Ranch Animals	2000
49-0000	076	580	12.39	Installation, Maintenance, and Repair Occupations	2000
49-3031	076	90	12.01	Bus and Truck Mechanics and Diesel Engine Specialists	2000
49-3041	076	260	10.92	Farm Equipment Mechanics	2000
49-9042	076	80	10.18	Maintenance and Repair Workers, General	2000
51-0000	076	2400	6.6	Production Occupations	2000
51-1011	076	60	11.5	First-Line Supervisors/Managers of Production and Operating Workers	2000
51-9061	076	70	8.26	Inspectors, Testers, Sorters, Samplers, and Weighers	2000
51-9198	076	40	7.58	Helpers--Production Workers	2000
53-0000	076	2350	7.57	Transportation and Material Moving Occupations	2000
53-3032	076	520	9.92	Truck Drivers, Heavy and Tractor-Trailer	2000
53-3033	076	40	10.68	Truck Drivers, Light Or Delivery Services	2000
53-7051	076	210	8.51	Industrial Truck and Tractor Operators	2000
53-7062	076	300	7.26	Laborers and Freight, Stock, and Material Movers, Hand	2000
53-7064	076	980	6.13	Packers and Packagers, Hand	2000
00-0000	078	557350	11.6	Industry Total	2000
11-0000	078	25610	26.51	Management Occupations	2000
11-1011	078	4490	36.1	Chief Executives	2000
11-1021	078	11930	27.34	General and Operations Managers	2000
11-2011	078	160	20.02	Advertising and Promotions Managers	2000
11-2021	078	320	24.18	Marketing Managers	2000
11-2022	078	1100	22.89	Sales Managers	2000
11-2031	078	40	22.41	Public Relations Managers	2000
11-3011	078	1890	17.16	Administrative Services Managers	2000
11-3031	078	1120	24.42	Financial Managers	2000
11-3040	078	90	20.2	Human Resources Managers	2000
11-3061	078	30	16.1	Purchasing Managers	2000
11-3071	078	140	25.08	Transportation, Storage, and Distribution Managers	2000
11-9011	078	1170	17.86	Farm, Ranch, and Other Agricultural Managers	2000
11-9021	078	1960	22.68	Construction Managers	2000
13-0000	078	2980	18.81	Business and Financial Operations Occupations	2000
13-1021	078	190	19.05	Purchasing Agents and Buyers, Farm Products	2000
13-1023	078	40	18.06	Purchasing Agents, Except Wholesale, Retail, and Farm Products	2000
13-1051	078	1740	18.76	Cost Estimators	2000
13-1071	078	90	18.83	Employment, Recruitment, and Placement Specialists	2000
13-2011	078	690	19.37	Accountants and Auditors	2000
15-0000	078	400	23.16	Computer and Mathematical Occupations	2000
15-1061	078	240	25.26	Database Administrators	2000
17-0000	078	10680	20.95	Architecture and Engineering Occupations	2000
17-1011	078	90	24.9	Architects, Except Landscape and Naval	2000
17-1012	078	8150	21.72	Landscape Architects	2000
17-2051	078	140	24.81	Civil Engineers	2000
17-3011	078	1400	16.72	Architectural and Civil Drafters	2000
19-0000	078	380	15.88	Life, Physical, and Social Science Occupations	2000
19-1010	078	230	13.91	Agricultural and Food Scientists	2000
27-0000	078	860	12.18	Arts, Design, Entertainment, Sports, and Media Occupations	2000
27-1023	078	290	10.41	Floral Designers	2000
27-1024	078	60	21.02	Graphic Designers	2000
33-0000	078	350	9.01	Protective Service Occupations	2000
37-0000	078	432390	10.3	Building and Grounds Cleaning and Maintenance Occupations	2000
37-1011	078	1180	10.46	First-Line Supervisors/Managers of Housekeeping and Janitorial Workers	2000
37-1012	078	47820	15.88	First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers	2000
37-2011	078	5110	9.7	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	2000
37-2021	078	70	12.32	Pest Control Workers	2000
37-3011	078	320230	9.18	Landscaping and Groundskeeping Workers	2000
37-3012	078	14360	12.42	Pesticide Handlers, Sprayers, and Applicators, Vegetation	2000
37-3013	078	39920	12.11	Tree Trimmers and Pruners	2000
41-0000	078	11700	14.39	Sales and Related Occupations	2000
41-1011	078	780	14.91	First-Line Supervisors/Managers of Retail Sales Workers	2000
41-1012	078	250	19.32	First-Line Supervisors/Managers of Non-Retail Sales Workers	2000
41-2011	078	840	8.92	Cashiers	2000
41-2021	078	50	10.38	Counter and Rental Clerks	2000
41-2031	078	2660	9.31	Retail Salespersons	2000
41-4011	078	440	28.35	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	2000
41-4012	078	2080	18.03	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	2000
41-9041	078	1830	10.31	Telemarketers	2000
41-9091	078	520	12.6	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers	2000
43-0000	078	30290	11.56	Office and Administrative Support Occupations	2000
43-1011	078	2960	16.75	First-Line Supervisors/Managers of Office and Administrative Support Workers	2000
43-3011	078	660	11.06	Bill and Account Collectors	2000
43-3021	078	50	12.74	Billing and Posting Clerks and Machine Operators	2000
43-3031	078	5510	12.14	Bookkeeping, Accounting, and Auditing Clerks	2000
43-3051	078	690	12.43	Payroll and Timekeeping Clerks	2000
43-4051	078	500	11.43	Customer Service Representatives	2000
43-4161	078	50	14.62	Human Resources Assistants, Except Payroll and Timekeeping	2000
43-4171	078	1650	10.03	Receptionists and Information Clerks	2000
43-5081	078	40	10.83	Stock Clerks and Order Fillers	2000
43-6011	078	2750	14.04	Executive Secretaries and Administrative Assistants	2000
43-6014	078	6080	10.18	Secretaries, Except Legal, Medical, and Executive	2000
43-9061	078	8660	9.83	Office Clerks, General	2000
45-0000	078	9330	9.47	Farming, Fishing, and Forestry Occupations	2000
45-1011	078	700	14.71	First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers	2000
45-1012	078	60	8.85	Farm Labor Contractors	2000
45-2091	078	220	11.67	Agricultural Equipment Operators	2000
45-2092	078	7310	8.76	Farmworkers and Laborers, Crop, Nursery, and Greenhouse	2000
45-2093	078	30	11.8	Farmworkers, Farm and Ranch Animals	2000
45-4011	078	250	7.57	Forest and Conservation Workers	2000
47-0000	078	13430	13.89	Construction and Extraction Occupations	2000
47-1011	078	2010	19.65	First-Line Supervisors/Managers of Construction Trades and Extraction Workers	2000
47-2021	078	550	13.91	Brickmasons and Blockmasons	2000
47-2031	078	200	15.63	Carpenters	2000
47-2051	078	1860	15.61	Cement Masons and Concrete Finishers	2000
47-2061	078	2340	10.01	Construction Laborers	2000
47-2071	078	70	11.91	Paving, Surfacing, and Tamping Equipment Operators	2000
47-2073	078	2720	15.75	Operating Engineers and Other Construction Equipment Operators	2000
47-2152	078	260	16.37	Plumbers, Pipefitters, and Steamfitters	2000
47-4051	078	280	9.65	Highway Maintenance Workers	2000
47-4091	078	570	11.93	Segmental Pavers	2000
49-0000	078	6260	13.2	Installation, Maintenance, and Repair Occupations	2000
49-1011	078	500	18.3	First-Line Supervisors/Managers of Mechanics, Installers, and Repairers	2000
49-3023	078	1130	14.29	Automotive Service Technicians and Mechanics	2000
49-3031	078	130	14.31	Bus and Truck Mechanics and Diesel Engine Specialists	2000
49-3041	078	230	12.69	Farm Equipment Mechanics	2000
49-3042	078	40	13.7	Mobile Heavy Equipment Mechanics, Except Engines	2000
49-3053	078	1880	12.88	Outdoor Power Equipment and Other Small Engine Mechanics	2000
49-9042	078	1690	11.57	Maintenance and Repair Workers, General	2000
51-0000	078	110	10.9	Production Occupations	2000
53-0000	078	12410	11.66	Transportation and Material Moving Occupations	2000
53-1021	078	360	13.8	First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand	2000
53-1031	078	210	17.27	First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators	2000
53-3032	078	3110	13.51	Truck Drivers, Heavy and Tractor-Trailer	2000
53-3033	078	1940	11.74	Truck Drivers, Light Or Delivery Services	2000
53-7032	078	790	16.98	Excavating and Loading Machine and Dragline Operators	2000
53-7051	078	600	12.83	Industrial Truck and Tractor Operators	2000
53-7062	078	5050	9.26	Laborers and Freight, Stock, and Material Movers, Hand	2000
00-0000	101	7480	20.12	Industry Total	2000
11-0000	101	230	36.52	Management Occupations	2000
11-1021	101	140	36.26	General and Operations Managers	2000
13-0000	101	140	23.84	Business and Financial Operations Occupations	2000
13-1023	101	30	23.88	Purchasing Agents, Except Wholesale, Retail, and Farm Products	2000
15-0000	101	40	26.23	Computer and Mathematical Occupations	2000
17-0000	101	290	31.98	Architecture and Engineering Occupations	2000
17-2081	101	30	27.01	Environmental Engineers	2000
17-2151	101	100	42.43	Mining and Geological Engineers, Including Mining Safety Engineers	2000
29-0000	101	30	23.95	Healthcare Practitioners and Technical Occupations	2000
43-0000	101	340	15.67	Office and Administrative Support Occupations	2000
43-1011	101	30	21.15	First-Line Supervisors/Managers of Office and Administrative Support Workers	2000
43-3031	101	40	14.43	Bookkeeping, Accounting, and Auditing Clerks	2000
43-5081	101	80	17.81	Stock Clerks and Order Fillers	2000
47-0000	101	950	18.86	Construction and Extraction Occupations	2000
