occ_code	naics	own	tot_emp	h_mean	occ_title	year
00-0000	1130		66210	14.71	Industry Total	2004
00-0000	1133		66210	14.71	Industry Total	2004
00-0000	1150		314140	9.57	Industry Total	2004
00-0000	1151		288490	9.27	Industry Total	2004
00-0000	1152		25660	12.92	Industry Total	2004
00-0000	2110		119200	28.59	Industry Total	2004
00-0000	2111		119200	28.59	Industry Total	2004
00-0000	2120		204350	19.06	Industry Total	2004
00-0000	2121		69160	20.17	Industry Total	2004
00-0000	2122		26310	22.25	Industry Total	2004
00-0000	2123		108880	17.59	Industry Total	2004
00-0000	2130		184290	18.73	Industry Total	2004
00-0000	2131		184290	18.73	Industry Total	2004
00-0000	2210		567000	25.83	Industry Total	2004
00-0000	2211		410860	26.83	Industry Total	2004
00-0000	2212		109670	25.31	Industry Total	2004
00-0000	2213		46470	18.14	Industry Total	2004
00-0000	2360		1595610	20.63	Industry Total	2004
00-0000	2361		869780	19.53	Industry Total	2004
00-0000	2362		725820	21.95	Industry Total	2004
00-0000	2370		918760	19.53	Industry Total	2004
00-0000	2371		379200	18.89	Industry Total	2004
00-0000	2372		83950	23.21	Industry Total	2004
00-0000	2373		355130	19.48	Industry Total	2004
00-0000	2379		100490	19.11	Industry Total	2004
00-0000	2380		4377070	18.99	Industry Total	2004
00-0000	2381		1003800	18.0	Industry Total	2004
00-0000	2382		1834180	20.36	Industry Total	2004
00-0000	2383		908940	18.16	Industry Total	2004
00-0000	2389		630150	17.79	Industry Total	2004
00-0000	3110		1498150	13.88	Industry Total	2004
00-0000	3111		49600	16.14	Industry Total	2004
00-0000	3112		60510	17.23	Industry Total	2004
00-0000	3113		83480	14.66	Industry Total	2004
00-0000	3114		179790	14.23	Industry Total	2004
00-0000	3115		131670	16.12	Industry Total	2004
00-0000	3116		509240	11.6	Industry Total	2004
00-0000	3117		40510	12.84	Industry Total	2004
00-0000	3118		288730	13.67	Industry Total	2004
00-0000	3119		154630	17.26	Industry Total	2004
00-0000	3120		194590	18.05	Industry Total	2004
00-0000	3121		167110	17.54	Industry Total	2004
00-0000	3122		27480	21.16	Industry Total	2004
00-0000	3130		243690	14.29	Industry Total	2004
00-0000	3131		55030	13.08	Industry Total	2004
00-0000	3132		119040	14.55	Industry Total	2004
00-0000	3133		69620	14.79	Industry Total	2004
00-0000	3140		181870	13.08	Industry Total	2004
00-0000	3141		105320	12.95	Industry Total	2004
00-0000	3149		76550	13.26	Industry Total	2004
00-0000	3150		293440	12.76	Industry Total	2004
00-0000	3151		42410	12.0	Industry Total	2004
00-0000	3152		227490	12.97	Industry Total	2004
00-0000	3159		23550	12.07	Industry Total	2004
00-0000	3160		43010	13.15	Industry Total	2004
00-0000	3161		7240	14.74	Industry Total	2004
00-0000	3162		19170	13.14	Industry Total	2004
00-0000	3169		16590	12.46	Industry Total	2004
00-0000	3210		542740	14.19	Industry Total	2004
00-0000	3211		116980	14.01	Industry Total	2004
00-0000	3212		115920	14.67	Industry Total	2004
00-0000	3219		309840	14.08	Industry Total	2004
00-0000	3220		498050	18.42	Industry Total	2004
